School Name,Index,has_search_index
Idalou ISD,2327,False
Iditarod Area School District,2697,True
Illini Central CUSD #189,701,False
Illinois Eastern Community Colleges,2652,True
Illinois School District Agency,1730,False
Imlay City Community Schools,941,False
Independent School District #272 Eden Prairie Schools,1589,False
Independent School District #361,1332,False
Independent School District 31,1297,False
Independent School District 316,1817,False
Independent School District 748,1516,True
Independent School District 761,1055,False
Independent School District No. 465,1692,False
Ingham Intermediate School District,1274,False
Ingleside ISD,787,False
Inola Public Schools,319,False
Interlocal Health Benefits Committee,IHBC,True
Intermediate District 287,1201,False
Intermediate School District 917,1033,False
Ionia County Intermediate School District,1181,False
Ionia Public Schools,1626,False
Iowa Park CISD,2788,True
Ira ISD,1440,False
Iron Mountain Public Schools,2749,True
Irving Independent School District,828,True
Isanti Community School,Santee,False
ISD #186 - Pequot Lakes Public Schools,1743,False
ISD #696 - Ely Public Schools,1352,True
ISD 199 Inver Grove Heights Schools,1694,False
ISD 279 - Osseo Area Schools,2519,True
ISD 640-Wabasso Public Schools,1696,False
Italy Independent School District,2171,False
Itasca Independent School District,835,False
Itasca School District #10,1744,True
J. Sterling Morton High School District 201,1387,False
Jackson County School District,1999,True
Jackson Local Schools,778,False
Jackson-Madison County School System,572,False
Jacksonville ISD,1207,False
Jacksonville School District #117,1241,True
Jarrell ISD,1933,True
Jasper ISD,2063,False
Jayton-Girard ISD,2477,False
Jefferson Independent School District,982,False
Jemez Valley Public Schools,2124,False
Jenison Public Schools,1644,False
Jesse's Regression Test Organization,2388,True
Jim Hogg County ISD,2328,False
Jim Ned Consolidated Independent School District,1441,False
Johnson City Schools,556,False
Johnson County Central Public Schools,118,False
Joliet Township High School District 204,1212,False
Jones Public Schools,342,True
Jonesboro Elementary School District 43,2523,True
Joppa - Maple Grove Unit District #38,2825,True
Jordan School District #717,1773,False
Joseph City Unified School District,894,True
Joshua Independent School District,759,False
Jourdanton Independent School District,1836,False
Juab School District,1500,False
Judson ISD,1434,True
Junction Independent School District,753,True
Justus-Tiawah,1943,True
Kalamazoo RESA,1619,False
Kaleva Norman Dickson School District / Bear Lake Schools,2092,False
Kansas School Board Association,Kansas,True
Karnack ISD,3197,True
Karnes City ISD,977,False
Kaufman Independent School District,2293,True
Kearney Public Schools,73,True
Keene ISD,1849,False
Keeneyville School District 20,1389,False
Keller Independent School District,2320,True
Kelton ISD,2321,False
Kemp Independent School District,2338,False
Kenedy County-Wide Common School District,2201,False
Kenedy ISD-Karnes County,1746,False
Kenesaw Public Schools,kenesawschools,False
Kennard ISD,1676,False
Kennedale Independent School District,2219,False
Kenosha Unified School District,2131,False
Kent ISD,2589,True
Kentucky State Board of Licensure for Professional Engineers,1753,False
Kenyon Wanamingo Schools,1811,False
Kerens Independent School District,897,True
Kermit ISD,2213,False
Kerrville Independent School District,684,False
Ketchum Public Schools,2577,True
Kewaunee School District,2139,False
Keya Paha County Schools,127,False
Kildeer Countryside School District 96,2806,True
Kilgore College,1011,False
Kilgore College Foundation,2538,True
Kilgore ISD,920,False
Killdeer Public School,2623,True
Killeen Independent School District,1051,True
Killingly Public Schools,2428,True
Kimball Public Schools,388,True
King County Library System,2778,True
Kingman USD #20,2802,True
Kingsley Area Schools,2354,True
Kingsport City Schools,kcs,True
Kingsville ISD,2237,False
Kirbyville CISD,954,False
Kittson Central School District,3193,True
Klamath County School District,1570,False
Klamath Falls City Schools,1567,False
Klein Independent School District,921,True
KMS Public School,709,False
Komarek School District 94,1230,False
Kountze ISD,1403,False
Krum ISD,717,True
LA FERIA INDEPENDENT SCHOOL DISTRICT,1835,False
La Grange Independent School District,766,False
La Porte Independent School District,767,True
La Pryor ISD,960,True
La Vega ISD,870,False
La Vernia ISD,1470,False
La Villa ISD,1962,False
Lackland ISD,1983,False
LaCrosse Public Schools USD 395,2649,True
Lafayette School Corporation,1838,True
Laguna Department of Education,1520,False
Lake and Peninsula School District,1232,False
Lake Bluff School District 65,1265,False
Lake County School District 7,1557,False
Lake Crystal Wellcome Memorial Schools,1690,False
Lake Dallas Independent School District,859,False
Lake Orion Community Schools,1518,False
Lake Pend Oreille School District #84,2582,True
Lake Ridge Schools,2056,False
Lake Shore Public Schools,1620,False
Lake Travis Independent School District,900,True
Lake Villa School District 41,1255,False
Lake Worth ISD,842,False
Lakeland Joint School District No. 272,2129,True
Lakeland School System,lakelandk12,True
Lakeshore Public Schools,1617,False
Lakeview Community Schools,1070,False
Lakeview Community Schools,Lakeview,False
Lakeview Public Schools,1089,False
Lakeville District Schools,1160,False
Lakeway MUD,698,True
Lakewood Public Schools,902,True
Lamar CISD,2273,True
Lamar County School District,782,False
Lamesa ISD,686,True
Lampasas Independent School District,1901,False
Lancaster ISD,743,True
Lane Education Service District,1565,False
Lansing School District,1579,False
Lapeer Community Schools,993,False
Laporte Public Schools #306,1134,False
LaPoynor ISD,700,False
Laredo College,2181,False
Laredo Independent School District,2520,False
Lasara Independent School District,2296,False
Latexo Independent School District,2196,False
Latta Public Schools,2785,True
Lauderdale County Department of Education,545,False
Laurel-Concord-Coleridge School,104,False
Lawrence-Nelson Public Schools,lawrence-nelson,True
Lawton - Fort Sill Chamber,3159,True
Lawton Chamber of Commerce,2561,False
Lawton Community Schools,1622,False
Lawton Public Schools,328,True
Le Sueur-Henderson Public Schools,1666,True
Leakey ISD,706,True
Leander ISD,795,True
Learning Community of Douglas & Sarpy Counties,389,True
Lee College,747,True
Lee County Schools,985,False
Lefors ISD,973,False
Leland Public School,2817,True
Lemont High School District 210,1271,False
Leon ISD,1996,False
Leroy-Gridley USD 245,2648,True
Lester Prairie Schools,2562,True
Levelland ISD,2283,False
Lewis County Schools,2780,True
Lewiston-Altura Public Schools,2341,True
Lewisville Independent School District,1194,True
Lexington ISD,1257,False
Lexington Public Schools,48,False
Leyden High School District 212,1259,False
Leyton Public Schools,495,True
Liberty Hill ISD,929,False
Liberty Independent School District,725,True
Liberty-Eylau ISD,822,False
Libertyville Elementary District 70,1784,False
Lincoln County School District,2565,True
Lincoln ESD 156,2505,True
Lincoln Public Schools,89,False
Lincolnshire-Prairie View School District 103,1204,False
Lincolnwood District 74,1270,False
Lindale ISD,2191,False
Linden-Kildare CISD,739,True
Lindop School District 92,1578,True
Lindsay ISD,1875,False
Lindsay Public Schools,lindsay,False
Lipan ISD,1947,False
Lisle CUSD 202,1795,True
Little Cypress-Mauriceville CISD,807,False
Little Elm ISD,860,False
Little Falls Community Schools,903,True
Livingston ISD,1664,False
Livonia Public Schools School District,1615,False
Llano ISD,681,True
Lockhart Independent School District,714,True
Lockport School District 91,1496,False
Locust Grove Public School,586,False
Logan View Public Schools,LoganView,False
Lombard School District 44,740,False
Lomega Public Schools,505,False
London Independent School District,996,False
Lone Oak Independent School District,2315,True
Long Prairie-Grey Eagle Public Schools,1444,False
Longview ISD,2235,False
Loomis Public School,136,False
Lorena ISD,933,False
Lorenzo ISD,2435,False
Los Alamos Public Schools,2696,True
Los Fresnos CISD,887,False
Louise ISD,2107,False
Louisiana  Citizens Property Insurance Corporation,2594,True
Loup City Public Schools,LoupCity,False
Lovejoy Independent School District,856,False
Lovelady Independent School District,1078,False
Lower Platte North NRD,155,False
Lubbock Independent School District,869,False
Lubbock-Cooper ISD,1703,False
Luling ISD,1156,False
Lumberton ISD,851,False
Luther Public Schools,514,False
Lyford CISD,1489,True
Lyme-Old Lyme Schools,2421,True
Lyon County School District,1027,True
Lyons School District 103,1785,False
Lyons Township High School District 204,1797,False
Lyons-Decatur Northeast,499,True
Lytle Independent School District,1872,False
Mabank Independent School District,1915,False
Macomb Community College,1312,False
Madison District Public Schools,1640,False
Madison Public Schools,198,False
Madison Public Schools,2416,True
Madisonville CISD,2059,False
Magnolia ISD,793,True
Mahtomedi Public Schools,1077,False
Malakoff Independent School District,653,True
Malcolm Public Schools,494,False
Mammoth - San Manuel Unified School District,2122,False
Manchester City Schools,manchestercitysch,True
Manistee Area Public Schools,1636,True
Manistee Intermediate School District,1079,True
Manitowoc Public School District,2108,False
Mannheim District 83,1275,False
Manor Independent School District,938,False
Mansfield ISD,1116,True
Maple Lake Public Schools,1832,False
Marana Unified School District,1780,False
Marathon ISD,805,True
Marble Falls ISD,1042,False
Marengo CHSD 154,2789,True
Marengo Union Elementary CSD 165,1525,False
Marfa ISD,1076,False
Marietta Public Schools,Marietta,True
Marion ISD,1985,False
Marlin Independent School District,1890,False
Marlow Public Schools,2576,True
Marquette Alger Regional Educational Service Agency,1137,True
Marquette Public Schools,1492,False
Marshall County School District,548,False
Marshall Independent School District,798,False
Mart ISD,2436,True
Martin's Mill ISD,2240,False
Martinsville ISD,1280,False
Mary M. Knight School District,2077,False
Marysville Public Schools Districts,1172,False
Mason ISD,1905,False
Mason Public Schools,1099,False
Mathis Independent School District,2742,False
Mattawan Consolidated School,1508,False
Maud ISD,1889,False
Maxwell Public Schools,135,False
Maypearl ISD,863,False
Mayville Community Schools,2352,True
Maywood Public Schools,187,False
Maywood School District 89,1713,False
McAllen Independent School District,1045,True
McCall-Donnelly Jt. School District No. 421,2127,False
McCamey ISD,2015,False
McCook Public Schools,mccook,False
McDade ISD,2814,True
McFarland School District,1757,False
McKinney ISD,2118,False
McLean County Unit District No. 5,1482,True
McLean ISD,2654,True
McLoud Public Schools,332,False
McMullen County ISD,879,False
Meade School District 46-1,Meade,True
Meadow ISD,2250,False
Medford Public School,1173,False
Medford School District,1545,True
Medina Independent School District,702,False
Medina Valley ISD,760,True
Melissa ISD,716,True
Memphis ISD,847,True
Menahga Public School District 821,940,True
Mendon Community Schools,1091,False
Mendota CCSD 289,2543,True
Mendota High School,1330,False
Mercedes ISD,2182,False
Meridian CUSD 223,1268,False
Merkel Independent School District,1399,False
Mesa County Valley School District  No. 51,2807,True
Mesa Vista Consolidated Schools,1974,False
Mesquite ISD,1314,False
Metamora CCSD 1,2386,True
Metlakatla Indian Community,2581,True
Metro Technology Centers,2507,True
Mexia ISD,1752,False
Meyersville ISD,2286,False
Miami Independent School District,1883,False
Miami Public Schools,833,False
Michigan Center Schools,1624,False
Michigan Independent Colleges & Universities,2174,False
Mid-America Technology Center,363,False
Mid-Del City Public Schools,585,True
Middle Rio Grande Development Council,1582,False
Middletown Public Schools,2423,True
Middletown Public Schools,2634,True
Midland Independent School District,641,False
Midlothian ISD,1700,True
Mid-State Education District,1808,False
Mid-Valley Special Education Cooperative,1669,False
Midway ISD,728,False
Midwest Central CUSD #191,1206,False
Milam Appraisal District,2998,True
Milam County Commissioners Court,3085,True
Milano ISD,1771,False
Mildred ISD,1032,False
Miles ISD,1337,False
Milford Public Schools,137,False
Mill Creek Academy,2800,True
Miller Grove ISD,976,True
Millington Community Schools,2551,True
Millsap ISD,1603,False
Millstadt CCSD 160,1486,False
Millwood Public Schools,314,False
Milton Freewater School District,1546,False
Minco Public Schools,minco,False
Minden Public Schools,150,False
Mineola Independent School District,2269,False
Mineral Point Schools,2067,False
Mineral Wells Independent School District,957,False
Mingus Union High School District 4,2011,False
Minidoka County School District,2041,False
Minneapolis Public Schools Board of Education,1807,True
Minnesota State Academies Board,1131,False
Minnewaska Area Schools,1335,True
Minooka Community High School,1417,False
Mission Consolidated Independent School District,741,True
Mississippi Department of Education,979,False
Mississippi State Port Authority,1272,False
Mitchell Public Schools,67,False
Mitchell School District,2678,True
Moffat Consolidated #2,2793,True
Moffat County School District RE 1,2758,True
Mokena School District 159,1269,False
Molalla River School District,1539,False
Moline-Coal Valley School District No. 40,1787,False
Monahans-Wickett-Pyote ISD,1958,False
Monroe Public Schools,1641,False
Montabella Community Schools,1643,False
Montcalm Area Intermediate School District,1313,False
Monte Alto ISD,784,False
Montevideo Public Schools,2489,True
Montgomery ISD,2239,False
Moody Independent School District,2220,False
Moore Norman Technology Center,MooreNorman,False
MOREgroup,2782,True
Morgan County Schools,540,True
Morrill Public Schools,morrill,False
Morris Area Public Schools,1596,False
Morris Elementary School District #54,1322,False
Morrow County School District,1536,False
Motley County ISD,1887,False
Moulton ISD,1960,False
Mount Clemens Community Schools,1631,False
Mount Pleasant Independent School District,768,False
Mount Pulaski CUSD #23,2414,True
"Mount Vernon City Schools, District 80",1806,False
Mt. Pleasant Public Schools,2679,True
Mt. Vernon Independent School District,1766,False
Mt. Vernon Township High School,1199,False
Muenster ISD,1781,False
Muleshoe Independent School District,1765,False
Mullen Public Schools,393,True
Mullin ISD,1151,False
Multnomah Education Service District,1538,False
Munday CISD,1021,False
Murchison ISD,2231,True
Murfreesboro City Schools,570,False
Muskegon Area ISD,1637,False
Mustang Public Schools,Mustang,True
N1 Demo,3196,True
Nacogdoches ISD,786,True
NASB Staff Meetings,3198,True
NASB TEST TEST TEST,589,True
Natalia ISD,688,True
National Purchasing Cooperative,816,False
National School Boards Association,2394,True
Navarro Independent School District,1383,False
Navasota ISD,1869,False
Naytahwaush Community Charter School,1830,False
NDSBA Test Member School DISTRICT,2810,True
NE Land,NELand,True
Neah-Kah-Nie School District No. 56,1560,False
Nebraska City Public Schools,194,False
Nebraska Department of Education,152,False
Nebraska Public Leadership Foundation,176,False
Neches ISD,2253,False
Nederland Independent School District,932,False
Needville ISD,1347,False
Negaunee Public Schools,1621,False
Neoga Community Unit School District #3,1279,False
Nevis Public Schools - ISD 308,1693,False
New Berlin CUSD # 16,2004,True
New Boston ISD,1126,False
New Braunfels ISD,1512,False
New Buffalo Area Schools,1056,False
New Caney Independent School District,2256,False
New Deal ISD,2798,True
New Diana ISD,872,False
New Fairfield Public Schools,2415,True
New Town Public Schools,2755,True
New Waverly ISD,883,False
Newcastle Public Schools,Newcastle,False
Newman Grove Public Schools,160,False
Newport School District,2076,False
Newton ISD,1888,False
Newtown Public School District,2787,True
Nicole Test Organization,nicoletest,True
Nicollet Public Schools,1842,True
Niles Community Schools,1659,True
Niles Township District for Special Education #807,2698,True
Niles-Maine District Library,1293,False
Ninnekah Public Schools,2546,True
Nippersink School District 2,1423,False
Nixon-Smiley CISD,650,True
Noble Public Schools,300,False
Nocona Independent School District,2117,False
Nome Public Schools,1867,True
Nordheim ISD,2206,False
Norfolk Public Schools,65,False
Norman Public Schools,213,True
Normangee ISD,776,False
Norridge School District 80,1242,False
Norris School District 160,69,False
North Bend Central Public Schools,452,True
North Bend School District #13,1573,False
North Branch Area Public Schools,1686,True
North Clackamas School District,1564,False
North Crawford School District,2150,False
North DuPage Special Education Cooperative,1336,False
North East Independent School District,1897,False
North Hopkins ISD,2304,False
North Lamar ISD,1049,False
North Platte Public Schools,124,True
North Rock Creek Public Schools,354,False
North Santiam School District 29J,1548,False
North Shore School District 112,2398,True
North Slope Borough School District,1316,False
North Stonington Public Schools,2628,True
North Wasco County School District 21,1556,True
North Zulch ISD,797,False
Northbrook District 28,1190,False
Northeast Metro 916,2488,True
Northeast Texas Community College,1917,False
Northeast USD 246,2627,True
Northern Area Local Workforce Development Board,779,False
Northern Valley Schools,2261,True
Northland Community Schools - ISD 118,1430,False
Northside ISD,2695,True
Northville Public Schools,1326,True
Northwest Arctic Borough School District,1035,True
Northwest Education Services,2486,True
Northwest Independent School District,1405,True
Northwest Kansas ESC 602,3087,True
Northwest Public Schools,81,False
Northwest Technology Center,2630,True
Northwestern Illinois Association,1342,True
Nova Classical Academy,1695,False
Novi Community School District,2699,True
Nowata Public Schools,2746,True
Nueces County Hospital District,1886,False
Nye County School District,1025,False
Oak Grove School District 68,1240,False
Oak Park ESD 97,1477,False
Oak Park Schools,1012,False
Oak Ridge School District,551,False
Oakdale Public Schools,305,False
Oakland Township,2002,False
Odessa College,2234,False
O'Donnell ISD,2081,False
Ogallala Public Schools,92,False
Ogden City School District,752,True
Oilton Public Schools,1177,False
Okarche Public Schools,Okarche,False
Okemah Public Schools,okemah,False
Okemos Public Schools,2515,True
Oklahoma Liquid Asset Pool,OLAP,True
Oklahoma SCSB,1893,False
OKSTE,885,False
Oktaha Public Schools,367,False
Olton ISD,962,False
Olympia CUSD 16,1245,False
Omaha Housing Authority,201,True
Omaha Public Schools,120,True
Onaga-Havensville-Wheaton USD 322,2706,True
Onalaska Independent School District,1005,False
O'Neill Public Schools,oneill,True
Ontario School District 8C,1188,True
Oologah-Talala Public Schools,309,False
Oracle Elementary School District No.2,2125,False
Orange Grove ISD,2329,False
Orangefield Independent School District,2091,False
Ord Public Schools,Ord,True
Ore City ISD,1878,False
Oregon Commission on Autism Spectrum Disorder,2155,True
Oregon School Boards Association,Oregon,True
Oregon State Board of Education,2146,False
Oregon Trail School District #46,1571,False
Orion Township,1374,False
Orono Public Schools,1828,False
Osawatomie USD 367,2595,True
Osceola Public Schools,138,False
Osmond Community Schools,481,True
OSSBA Demo,240,True
OSSBA Employee Benefits,EBP,True
Oswego Public Library District,2043,False
Otsego Public Schools,1652,True
Ottawa Area Intermediate School District,969,True
Overton ISD,1967,False
Owasso Public Schools,601,False
Oxford Community Schools,1339,True
Oxford USD 358,3088,True
Paducah ISD,2187,False
Palacios Independent School District,1210,False
Palestine ISD,1246,False
Palmer Independent School District,683,False
Palmer Public Schools,palmer,False
Palmyra District OR-1,174,False
Palos Heights School District #128,2434,True
Pampa Independent School District,2186,True
Pana CUSD #8,1756,False
Panhandle ISD,967,False
Panola College,1189,False
Papillion La Vista Community Schools,papillion-lavista,True
Paradise ISD,2289,False
Paris ISD,687,False
Paris Junior College,1225,False
Paris Union School District 95,818,False
Parkersburg Utility Board,1929,False
Parkrose School District 3,1541,True
Parkview School District,1925,False
Parshall School District #3,2216,True
Pasadena Independent School District,1894,False
Pauls Valley Public Schools,PaulsValley,False
Paw Paw CUSD #271,1977,True
Paw Paw Public Schools,1661,False
Pawhuska Public Schools,Pawhuska,False
Pawnee ISD,1961,False
Paxton Consolidated Schools,86,False
Payson Unified School District,1839,False
Pearl River Community College,2531,True
Pearsall ISD,632,True
Peaster ISD,2318,False
Peck Community Schools,1656,False
Pecos-Barstow-Toyah ISD,1877,False
Pekin Community High School District No. 303,1595,False
Pender Public Schools,129,False
Pendleton School District 16R,1559,False
Pennfield Schools,2568,True
Pennoyer School District #79,1278,False
Perkins County Schools,113,False
Perkins-Tryon,2675,True
Perry Public Schools,Perry,False
Perryton Independent School District,689,True
Petersburg ISD,2344,False
Petersburg School District,1532,False
Petrolia CISD,708,True
Pettus Independent School District,1859,False
Pewitt CISD,654,True
Pflugerville ISD,Pflugerville,False
Pharr-San Juan-Alamo ISD,2163,False
Phoenix-Talent Schools,2579,True
Pickford Public Schools,2808,True
Pillager School District #116,2530,True
Pilot Point Independent School District,2105,False
Pima County Joint Technical Education District,1386,False
Pinckney Community Schools,2564,True
Pine River Area Schools,1424,False
Pine River-Backus Schools,2584,True
Pine Tree Independent School District,790,True
Pineywoods Community Academy,3043,True
Pioneer Tech Ctr,321,False
Pipestone Area Schools,1058,False
Pittsburg ISD,1450,False
Plains Independent School District,823,False
Plainview ISD,1882,False
Platte County,plattecounty,True
Plattsmouth Community Schools,56,False
Pleasant Grove Independent School District,841,False
Pleasant Plains Community Unit District 8,1789,False
Pleasant Valley School District # 62,764,False
Pleasantdale School District 107,1289,True
PLEASANTON INDEPENDENT SCHOOL DISTRICT,1980,False
Pleasanton Public Schools,401,True
Plemons-Stinnett-Phillips CISD,1002,False
Pojoaque Valley School District,1370,True
Policy Demo,PolicyDemo,False
Ponca City Public Schools,531,True
Ponca Public Schools,149,False
Pond Creek-Hunter Public Schools,2716,True
Ponder Independent School District,2363,True
Pontiac School District,1112,False
Pope County,2342,True
Port Aransas ISD,671,False
Port Arthur ISD,2236,False
Port Huron Area School District,943,True
Port Neches-Groves ISD,1419,False
Port of Orange,1217,False
Port of Port Arthur,2761,True
Port Orford-Langlois School District 2CJ,1552,False
Port San Antonio,2152,False
Port Tampa Bay,1448,False
Portage Public Schools,1485,True
Portland Public Schools,915,True
Post ISD,1094,False
Poth ISD,699,False
Potter-Dix Public Schools,159,False
Pottsboro ISD,829,False
Prairie Grove CSD 46,1431,False
Prairie Hills USD 113,2715,True
Prairie Lea ISD,2719,True
Prairiland ISD,2317,False
Premont ISD,2221,False
Prescott Unified School District,1369,False
Presidio ISD,827,False
Preston Joint School District #201,2607,True
Preston Public Schools,2429,True
Princeton Independent School District,1770,False
Princeton Public Schools - ISD 477,1092,False
Prior Lake-Savage Area Schools,1136,False
"Promesa Public Schools, Inc.",2340,False
Prospect Heights School District 23,1256,False
Prosper Independent School District,2084,False
Proviso Area for Exceptional Children,2812,True
Proviso Township High Schools,1791,True
Public Schools of Petoskey,1237,True
Purcell Public Schools,1145,False
Putnam County CUSD 535,1267,False
Putnam County School District,546,False
Quanah ISD,2244,False
Queen Bee School District 16,1782,False
Queen City ISD,2198,False
Quinlan Independent School District,2079,False
Quitman Independent School District,926,True
Rains ISD,644,False
Ralls Independent School District,1946,False
Ralston Public Schools,154,False
Ramirez CSD,2335,False
Randall Community Water District,1939,False
Randolph Field Independent School District,1681,False
Rankin School District 98,1254,False
Rantoul City Schools,2431,True
Ravenna Public Schools,64,False
Raymond Central Public Schools,203,False
Raymondville ISD,912,False
Read Foundation/Memphis School of Excellence,SEMemphis,True
Reagan County ISD,799,False
Red Lake Schools #38,1072,False
Red Lick Independent School District,2324,False
Red Oak ISD,2272,False
Red River Technology Center,320,False
Red Wing Public Schools - ISD 256,837,False
Redwater ISD,836,False
Reed City Area Public Schools,2534,True
Reedsport School District,2759,True
Refugio ISD,2532,True
Region 10 Education Service Center,1164,False
Region 11 Education Service Center,848,False
Region 12 Education Service Center,1851,False
Region 16 Education Service Center,906,True
Region 16 PSP Consolidated ISD Advisory Board,2804,True
Region 17 Education Service Center,2601,True
Region 18 Education Service Center,756,True
Region 3 Education Service Center,1096,False
Region 4 Education Service Center,2173,False
Region 5 Educational Service Center,1776,False
Region 7 Education Service Center,2710,True
Region 8 Education Service Center,2282,False
Region One Education Service Center,1388,False
Renwick USD 267,2797,True
Reynolds School District,1006,True
Rhodes School District 84 1/2,2726,True
Ricardo Independent School District,1902,False
Rice CISD,663,True
Rice Independent School District,1016,False
Richard Milburn Academy,1986,False
Richardson ISD,705,True
Richland County CUSD 1,1308,True
Richmond-Burton CHSD 157,1786,False
Ridgeview CUSD #19,2404,True
Ridgewood High School District 234,2337,True
Riley CCSD 18,3005,True
Rio Vista ISD,916,False
River Forest Public Schools,1677,False
River Road ISD,923,False
River Trails School District 26,1305,False
Rivercrest Independent School District,2164,False
Riverside Brookfield High School,1689,False
Riverside School District 96,1668,False
Riviera ISD,2302,False
Robbinsdale Area Schools,964,False
Robinson CUSD #2,2513,True
Robinson ISD,983,False
Robstown ISD,1504,True
Roby Consolidated ISD,2012,False
Rochelle ISD,1073,False
Rock Island - Milan School District #41,1341,False
Rock Ridge Public Schools - ISD 2909,1613,True
Rockdale ISD,2212,False
"Rockford Area Schools, ISD 883",1166,False
Rockford Public Schools,3040,True
Rockport-Fulton Independent School District,854,True
Rocksprings ISD (069901),1351,False
Rockwall Independent School District,2276,False
Rocky Boy Schools,2020,False
ROCORI SCHOOL DISTRICT 750,1809,False
Rogers ISD,1048,False
Roma ISD,2323,False
Rondout School District 72,1491,False
Roosevelt Independent School District,727,False
Ropes Independent School District,2792,True
Roscoe Collegiate ISD,2397,True
Roscommon Area Public Schools,1498,False
Roseau Community School,1340,False
Rosebud-Lott ISD,750,False
ROSELLE SCHOOL DISTRICT 12,1680,False
Roseville Area Schools,2473,True
Rossville-Alvin CUSD 7,1793,False
Roswell Independent School District,1919,False
Round Top-Carmine ISD,2086,False
Royal Independent School District,2229,False
Royal Oak Schools,1657,True
Royal Valley USD 337,2574,True
Royalton Public Schools,1814,False
Royse City ISD,2210,False
Ruidoso Municipal School District,801,True
Runge ISD,882,False
Rush City Public Schools,1833,False
Rushford-Peterson Schools,1829,False
Rusk Independent School District,875,False
Russell Test,604,True
Russellville School District,2994,True
S & S CISD,1436,False
Sabine Pass Independent School District,843,False
Saginaw ISD,1170,False
Saginaw Public Schools,1662,False
Saginaw Township Community Schools,1171,True
Saint Paul Public Schools,1810,False
Saint Peter Public Schools,1605,False
Salado ISD,1288,False
Saline County,507,True
Salt Creek School District 48,2680,True
Salt Lake City School District,2763,True
Sam Rayburn ISD,2332,False
San Angelo ISD,899,False
San Antonio ISD,1982,True
San Benito Schools,2809,True
San Carlos Unified School District No. 20,1920,False
San Diego Independent School District,1179,False
San Elizario ISD,2311,True
San Felipe Del Rio CISD,775,True
San Isidro ISD,2319,False
San Marcos CISD,981,False
San Perlita I.S.D.,2203,False
San Saba ISD,646,False
San Vicente ISD,2986,True
Sandhills Public Schools,sandhills,True
Sandridge School District No. 172,1531,False
Sands CISD,2028,False
Sandy Creek Public Schools,sandycreek,True
Sanford-Fritch ISD,693,True
Sanger Independent School District,666,False
Santa Cruz Valley Union HS,1995,False
Santa Gertrudis ISD,2189,False
Santa Maria Independent School District,3195,True
Santa Rosa Independent School District,1671,False
Santo ISD,1128,True
Sapulpa Public Schools,270,False
Saranac Community Schools,1653,False
Sargent Public Schools,459,True
SASED Administrative Center,1519,False
Saunders County Board of Supervisors,117,False
Savoy ISD,2539,True
Sayre Public Schools,sayre,True
Schertz-Cibolo-Universal City ISD,1900,False
Schiller Park School District 81,1788,False
Schleicher County ISD,2739,True
School District 197,1385,False
School District 206,1200,False
School District 45,1675,False
School District 622,1069,False
School District of Amery,2090,False
School District of Cameron,1594,False
School District of Cudahy,1139,False
School District of Flambeau,1353,False
School District of Mauston,1187,False
School District of Mishicot,1698,False
School District of New Glarus,970,False
School District of Potosi,2042,False
School District of River Falls,1447,False
School District of South Milwaukee,2087,False
School District of Tomahawk,2045,False
School District of Turtle Lake,1772,False
School District of Wauzeka-Steuben,2054,False
Schoolcraft Community Schools,2500,True
Schulenburg ISD,1852,False
Schuyler Community Schools,schuyler,False
Scio School District,2820,True
Scottsbluff Public Schools,49,True
Scurry-Rosser ISD,838,False
Sealy ISD,1432,False
Seaside School District,3046,True
Seguin ISD,867,True
Selenium UI Test City (Tier 2),576,True
Selenium UI Test School (Tier 1),575,False
Seminole Independent School District,719,False
Seminole Public Schools,Seminole,False
Seward Public Schools,80,False
Seymour ISD,1433,False
SH 130 Municipal Management District No. 1,2743,True
Shakopee Public Schools,1215,False
Shallowater ISD,2205,False
Shamrock ISD,2330,False
Sharon-Mutual Public Schools,SharonMutual,False
Sharyland ISD,2078,False
Shawnee Public Schools,356,True
Shelby-Rising City Public Schools,115,False
Sheldon ISD,1876,False
Shelton Public Schools,shelton,True
Shepherd ISD,673,True
Sheridan School District 48J,1550,False
Shickley Public Schools,485,True
Shorewood School District,1921,False
Silsbee Independent School District,667,True
Silver Consolidated School District,945,False
Silver Falls School District,1569,False
Silver Lake Public Schools,123,False
Silverton ISD,692,False
Simms ISD,2061,False
Sinton ISD,794,False
Sioux Falls School District 49-5,siouxfalls,True
Sitka School District,2528,True
Sivells Bend ISD,2653,True
Skidmore-Tynan ISD,1511,False
Skokie School District 68,1402,False
Skokie School District 69,1794,False
Slaton Independent School District,726,False
Slidell ISD,2602,True
Smith Center USD 237,2997,True
Smith County Board of Education,smithcoedu,True
Smithville ISD,1738,False
Snook ISD,1904,False
Snowflake Unified School District #5,2154,False
Snyder ISD,936,False
Socorro ISD,2313,True
Soda Springs Joint School District,1356,False
Solomon Unified School District 393,2984,True
Somers Public Schools,2459,True
Somerset Independent School District,2259,False
Somerville ISD,1777,False
Somonauk CUSD 432,1410,False
Sonora ISD Administration,1303,False
South Central USD 5,southcentral,False
South Coast ESD,1574,False
South Harrison Community School Corporation,1138,True
South Holland School District,1380,False
South Koochiching - Rainy River ISD 363,1827,False
South Platte School District 95,402,True
South San Antonio ISD,2343,False
South Sioux City Community Schools,76,False
South St. Paul Public Schools,1813,False
South Texas ISD,1663,False
South Umpqua School District,2991,True
Southeast Island School District,1397,False
Southeast Technical College,STC,True
