,LEA_NAME,LEAID,STATENAME
5675,Paramount Online Academy,1800226,INDIANA
5676,Promise Prep,1800227,INDIANA
5677,Indy Steam Academy,1800228,INDIANA
5678,Lawrence County Independent Schools,1800229,INDIANA
5679,The Nature School of Central Indiana,1800230,INDIANA
5680,Herron Preparatory Academy,1800231,INDIANA
5681,Excel Center - Elkhart,1800232,INDIANA
5682,South Dearborn Community Sch Corp,1800240,INDIANA
5683,Avon Community School Corp,1800270,INDIANA
5684,Barr-Reeve Community Schools Inc,1800330,INDIANA
5685,Bartholomew Con School Corp,1800360,INDIANA
5686,Batesville Community School Corp,1800390,INDIANA
5687,Baugo Community Schools,1800420,INDIANA
5688,Beech Grove City Schools,1800450,INDIANA
5689,Benton Community School Corp,1800480,INDIANA
5690,Blackford County Schools,1800570,INDIANA
5691,Bloomfield School District,1800600,INDIANA
5692,Monroe County Community Sch Corp,1800630,INDIANA
5693,Blue River Valley Schools,1800660,INDIANA
5694,North Harrison Com School Corp,1800690,INDIANA
5695,MSD Bluffton-Harrison,1800720,INDIANA
5696,MSD Boone Township,1800750,INDIANA
5697,Clay Community Schools,1800840,INDIANA
5698,Bremen Public Schools,1800900,INDIANA
5699,Brown County School Corporation,1800960,INDIANA
5700,Brownsburg Community School Corp,1801020,INDIANA
5701,Brownstown Cnt Com Sch Corp,1801050,INDIANA
5702,C A Beard Memorial School Corp,1801060,INDIANA
5703,Cannelton City Schools,1801170,INDIANA
5704,Carmel Clay Schools,1801200,INDIANA
5705,Medora Community School Corp,1801230,INDIANA
5706,Carroll Consolidated School Corp,1801290,INDIANA
5707,Caston School Corporation,1801410,INDIANA
5708,Center Grove Community School Corp,1801440,INDIANA
5709,Central Nine Career Center,1801470,INDIANA
5710,Centerville-Abington Com Schs,1801560,INDIANA
5711,DeKalb Co Ctl United Sch Dist,1801590,INDIANA
5712,Central Noble Com School Corp,1801710,INDIANA
5713,Perry Central Com Schools Corp,1801740,INDIANA
5714,Randolph Central School Corp,1801770,INDIANA
5715,Clark-Pleasant Community Sch Corp,1801890,INDIANA
5716,Clarksville Community School Corp,1801920,INDIANA
5717,Northwestern School Corp,1802040,INDIANA
5718,Clinton Central School Corporation,1802130,INDIANA
5719,Clinton Prairie School Corporation,1802160,INDIANA
5720,South Central Com School Corp,1802190,INDIANA
5721,Cloverdale Community Schools,1802220,INDIANA
5722,Whitley County Con Schools,1802280,INDIANA
5723,Concord Community Schools,1802400,INDIANA
5724,Covered Bridge Spec Ed Dist,1802420,INDIANA
5725,Covington Community School Corp,1802430,INDIANA
5726,Crawford County Community Sch Corp,1802440,INDIANA
5727,Crawfordsville Community Schools,1802460,INDIANA
5728,Crown Point Community School Corp,1802490,INDIANA
5729,Culver Community Schools Corp,1802520,INDIANA
5730,Danville Community School Corp,1802550,INDIANA
5731,Daviess-Martin Special Ed Coop,1802580,INDIANA
5732,Decatur County Community Schools,1802610,INDIANA
5733,MSD Decatur Township,1802640,INDIANA
5734,Delaware Community School Corp,1802660,INDIANA
5735,Delphi Community School Corp,1802700,INDIANA
5736,Duneland School Corporation,1802800,INDIANA
5737,Zionsville Community Schools,1802830,INDIANA
5738,East Allen County Schools,1802850,INDIANA
5739,School City of East Chicago,1802880,INDIANA
5740,Lake Station Community Schools,1802910,INDIANA
5741,East Gibson School Corporation,1802940,INDIANA
5742,East Noble School Corporation,1802970,INDIANA
5743,East Washington School Corp,1803000,INDIANA
5744,Eastbrook Community Sch Corp,1803030,INDIANA
5745,DeKalb Co Eastern Com Sch Dist,1803060,INDIANA
5746,Eastern Greene Schools,1803090,INDIANA
5747,Eastern Hancock Co Com Sch Corp,1803120,INDIANA
5748,Eastern Howard School Corporation,1803150,INDIANA
5749,Randolph Eastern School Corp,1803180,INDIANA
5750,Shelby Eastern Schools,1803210,INDIANA
5751,Edinburgh Community School Corp,1803240,INDIANA
5752,Elkhart Community Schools,1803270,INDIANA
5753,Elwood Community School Corp,1803300,INDIANA
5754,Eminence Community School Corp,1803330,INDIANA
5755,Evansville Vanderburgh School Corp,1803450,INDIANA
5756,Fairfield Community Schools,1803480,INDIANA
5757,Fayette County School Corporation,1803510,INDIANA
5758,Flat Rock-Hawcreek School Corp,1803570,INDIANA
5759,Fort Wayne Community Schools,1803630,INDIANA
5760,Community Schools of Frankfort,1803660,INDIANA
5761,Franklin Community School Corp,1803690,INDIANA
5762,Franklin County Community Sch Corp,1803700,INDIANA
5763,Lanesville Community School Corp,1803720,INDIANA
5764,Franklin Township Com Sch Corp,1803750,INDIANA
5765,Fremont Community Schools,1803780,INDIANA
5766,Frontier School Corporation,1803810,INDIANA
5767,Garrett-Keyser-Butler Com Sch Corp,1803840,INDIANA
5768,Gary Community School Corp,1803870,INDIANA
5769,Goshen Community Schools,1803930,INDIANA
5770,Greater Clark County Schools,1803940,INDIANA
5771,Greater Jasper Consolidated Schs,1803960,INDIANA
5772,Greencastle Community School Corp,1803990,INDIANA
5773,Greenfield-Central Com Schools,1804050,INDIANA
5774,Greensburg Community Schools,1804080,INDIANA
5775,Greenwood Community Sch Corp,1804110,INDIANA
5776,Monroe-Gregg School District,1804140,INDIANA
5777,Griffith Public Schools,1804170,INDIANA
5778,Hamilton Community Schools,1804230,INDIANA
5779,Hamilton Heights School Corp,1804260,INDIANA
5780,School City of Hammond,1804320,INDIANA
5781,Hanover Community School Corp,1804350,INDIANA
5782,Western School Corporation,1804470,INDIANA
5783,Wes-Del Community Schools,1804500,INDIANA
5784,School Town of Highland,1804560,INDIANA
5785,School City of Hobart,1804590,INDIANA
5786,River Forest Community Sch Corp,1804620,INDIANA
5787,Huntington Co Com Sch Corp,1804710,INDIANA
5788,Indianapolis Public Schools,1804770,INDIANA
5789,Jac-Cen-Del Community Sch Corp,1804800,INDIANA
5790,Jay School Corporation,1804980,INDIANA
5791,Jennings County School Corporation,1805190,INDIANA
5792,Earlywood Educational Services,1805240,INDIANA
5793,Kankakee Valley School Corp,1805280,INDIANA
5794,Knox Community School Corp,1805340,INDIANA
5795,Kokomo School Corporation,1805370,INDIANA
5796,Lafayette School Corporation,1805400,INDIANA
5797,Lake Central School Corporation,1805450,INDIANA
5798,Lake Ridge New Tech Schools,1805460,INDIANA
5799,Lakeland School Corporation,1805520,INDIANA
5800,Wawasee Community School Corp,1805550,INDIANA
5801,LaPorte Community School Corp,1805580,INDIANA
5802,MSD Lawrence Township,1805670,INDIANA
5803,Lawrenceburg Community School Corp,1805700,INDIANA
5804,Lebanon Community School Corp,1805790,INDIANA
5805,Liberty-Perry Community Sch Corp,1805880,INDIANA
5806,Linton-Stockton School Corporation,1805910,INDIANA
5807,Logansport Community Sch Corp,1806030,INDIANA
5808,Loogootee Community Sch Corp,1806060,INDIANA
5809,MSD Warren County,1806080,INDIANA
5810,Maconaquah School Corp,1806090,INDIANA
5811,Madison Area Ed Spec Srv Unit,1806100,INDIANA
5812,Madison Consolidated Schools,1806120,INDIANA
5813,Madison-Grant United School Corp,1806240,INDIANA
5814,Manchester Community Schools,1806270,INDIANA
5815,Marion Community Schools,1806390,INDIANA
5816,Sheridan Community Schools,1806480,INDIANA
5817,MSD Martinsville Schools,1806510,INDIANA
5818,Michigan City Area Schools,1806570,INDIANA
5819,Middlebury Community Schools,1806600,INDIANA
5820,Milan Community Schools,1806630,INDIANA
5821,Mill Creek Community Sch Corp,1806660,INDIANA
5822,School City of Mishawaka,1806840,INDIANA
5823,Mississinewa Community School Corp,1806870,INDIANA
5824,Mitchell Community Schools,1806900,INDIANA
5825,Cowan Community School Corp,1807020,INDIANA
5826,Monroe Central School Corp,1807080,INDIANA
5827,Eastern Pulaski Community Sch Corp,1807110,INDIANA
5828,Mooresville Con School Corp,1807140,INDIANA
5829,Yorktown Community Schools,1807230,INDIANA
5830,Mt Vernon Community School Corp,1807260,INDIANA
5831,MSD Mount Vernon,1807290,INDIANA
5832,Muncie Community Schools,1807320,INDIANA
5833,School Town of Munster,1807350,INDIANA
5834,Nettle Creek School Corporation,1807380,INDIANA
5835,New Albany-Floyd Co Con Sch,1807410,INDIANA
5836,New Castle Community School Corp,1807440,INDIANA
5837,MSD of New Durham Township,1807470,INDIANA
5838,New Prairie United School Corp,1807560,INDIANA
5839,Nineveh-Hensley-Jackson United,1807620,INDIANA
5840,Noblesville Schools,1807650,INDIANA
5841,North Adams Community Schools,1807680,INDIANA
5842,North Daviess Com Schools,1807710,INDIANA
5843,North Gibson School Corporation,1807770,INDIANA
5844,North Judson-San Pierre Sch Corp,1807800,INDIANA
5845,North Knox School Corp,1807830,INDIANA
5846,North Lawrence Com Schools,1807860,INDIANA
5847,North Miami Community Schools,1807890,INDIANA
5848,North Montgomery Com Sch Corp,1807900,INDIANA
5849,North Newton School Corp,1807920,INDIANA
5850,MSD North Posey Co Schools,1807950,INDIANA
5851,North Putnam Community Schools,1807980,INDIANA
5852,North Spencer County Sch Corp,1808010,INDIANA
5853,Tri-Central Community Schools,1808040,INDIANA
5854,North Vermillion Com Sch Corp,1808070,INDIANA
5855,North West Hendricks Schools,1808100,INDIANA
5856,Northeast Dubois Co Sch Corp,1808120,INDIANA
5857,North White School Corp,1808130,INDIANA
5858,Northeast School Corp,1808160,INDIANA
5859,Northeastern Wayne Schools,1808190,INDIANA
5860,Norwell Community Schools,1808220,INDIANA
5861,Northwest Allen County Schools,1808250,INDIANA
5862,Shenandoah School Corporation,1808280,INDIANA
5863,Northwestern Con School Corp,1808310,INDIANA
5864,NW Indiana Special Education Coop,1808320,INDIANA
5865,Oak Hill United School Corp,1808340,INDIANA
5866,Oregon-Davis School Corp,1808460,INDIANA
5867,Orleans Community Schools,1808490,INDIANA
5868,Paoli Community School Corp,1808640,INDIANA
5869,Penn-Harris-Madison School Corp,1808760,INDIANA
5870,Perry Township Schools,1808820,INDIANA
5871,Peru Community Schools,1808850,INDIANA
5872,Pike County School Corp,1808900,INDIANA
5873,MSD Pike Township,1808910,INDIANA
5874,Pioneer Regional School Corp,1808940,INDIANA
5875,Plainfield Community School Corp,1808970,INDIANA
5876,East Porter County School Corp,1809000,INDIANA
5877,Plymouth Community School Corp,1809060,INDIANA
5878,John Glenn School Corporation,1809120,INDIANA
5879,Porter County Education Services,1809130,INDIANA
5880,Portage Township Schools,1809150,INDIANA
5881,Porter Township School Corp,1809180,INDIANA
5882,Prairie Heights Community Sch Corp,1809300,INDIANA
5883,West Central School Corp,1809360,INDIANA
5884,Rensselaer Central School Corp,1809420,INDIANA
5885,Richland-Bean Blossom C S C,1809480,INDIANA
5886,Richmond Community Schools,1809510,INDIANA
5887,Rising Sun-Ohio Co Com,1809600,INDIANA
5888,Rochester Community School Corp,1809630,INDIANA
5889,Merrillville Community School Corp,1809690,INDIANA
5890,Rossville Con School District,1809720,INDIANA
5891,Rush County Schools,1809750,INDIANA
5892,Salem Community Schools,1809810,INDIANA
5893,Daleville Community Schools,1809840,INDIANA
5894,Scott County School District 1,1809990,INDIANA
5895,Scott County School District 2,1810020,INDIANA
5896,Seymour Community Schools,1810080,INDIANA
5897,MSD Shakamak Schools,1810110,INDIANA
5898,Shelbyville Central Schools,1810140,INDIANA
5899,Shoals Community School Corp,1810170,INDIANA
5900,Smith-Green Community Schools,1810230,INDIANA
5901,South Adams Schools,1810260,INDIANA
5902,South Bend Community School Corp,1810290,INDIANA
5903,South Central Area Special Ed,1810310,INDIANA
5904,South Gibson School Corporation,1810350,INDIANA
5905,South Harrison Com Schools,1810360,INDIANA
5906,South Henry School Corp,1810380,INDIANA
5907,South Knox School Corp,1810410,INDIANA
5908,South Madison Com Sch Corp,1810440,INDIANA
5909,South Montgomery Com Sch Corp,1810450,INDIANA
5910,South Newton School Corp,1810470,INDIANA
5911,South Putnam Community Schools,1810500,INDIANA
5912,South Ripley Com Sch Corp,1810530,INDIANA
5913,South Spencer County Sch Corp,1810560,INDIANA
5914,South Vermillion Com Sch Corp,1810590,INDIANA
5915,Southeast Fountain School Corp,1810620,INDIANA
5916,Southeast Dubois Co Sch Corp,1810640,INDIANA
5917,Hamilton Southeastern Schools,1810650,INDIANA
5918,Southeastern Career Center,1810660,INDIANA
5919,Lewis Cass Schools,1810680,INDIANA
5920,Southern Hancock Co Com Sch Corp,1810710,INDIANA
5921,Randolph Southern School Corp,1810740,INDIANA
5922,Southern Wells Com Schools,1810770,INDIANA
5923,Southwestern-Jefferson Co Con,1810800,INDIANA
5924,Southwestern Con Sch Shelby Co,1810830,INDIANA
5925,Southwest School Corporation,1810860,INDIANA
5926,Southwest Dubois Co Sch Corp,1810870,INDIANA
5927,Southwest Parke Com Sch Corp,1810900,INDIANA
5928,School Town of Speedway,1810920,INDIANA
5929,Spencer-Owen Community Schools,1810950,INDIANA
5930,Springs Valley Com School Corp,1810980,INDIANA
5931,MSD Steuben County,1811100,INDIANA
5932,Sunman-Dearborn Com Sch Corp,1811190,INDIANA
5933,Switzerland County School Corp,1811220,INDIANA
5934,Taylor Community School Corp,1811250,INDIANA
5935,Tell City-Troy Twp School Corp,1811260,INDIANA
5936,Tippecanoe School Corp,1811340,INDIANA
5937,Tippecanoe Valley School Corp,1811370,INDIANA
5938,Tipton Community School Corp,1811400,INDIANA
5939,Tri-County School Corporation,1811430,INDIANA
5940,Tri-Creek School Corporation,1811460,INDIANA
5941,Triton School Corporation,1811490,INDIANA
5942,Twin Lakes School Corp,1811580,INDIANA
5943,Twin Rivers Career & Tech Ed Area,1811600,INDIANA
5944,Union Co/Clg Corner Joint Sch Dist,1811610,INDIANA
5945,Union Township School Corp,1811700,INDIANA
5946,Union School Corporation,1811730,INDIANA
5947,Union-North United School Corp,1811910,INDIANA
5948,Heartland Career Center,1811930,INDIANA
5949,Valparaiso Community Schools,1811970,INDIANA
5950,Crothersville Community Schools,1812060,INDIANA
5951,Vigo County School Corp,1812090,INDIANA
5952,Vincennes Community School Corp,1812120,INDIANA
5953,Wabash City Schools,1812150,INDIANA
5954,MSD Wabash County Schools,1812180,INDIANA
5955,Wa-Nee Community Schools,1812240,INDIANA
5956,MSD Warren Township,1812360,INDIANA
5957,Warrick County School Corp,1812390,INDIANA
5958,Warsaw Community Schools,1812420,INDIANA
5959,Washington Community Schools,1812450,INDIANA
5960,MSD Washington Township,1812720,INDIANA
5961,MSD Wayne Township,1812810,INDIANA
5962,West Lafayette Com School Corp,1812870,INDIANA
5963,Frankton-Lapel Community Schools,1812880,INDIANA
5964,West Noble School Corporation,1812900,INDIANA
5965,West Washington School Corp,1812930,INDIANA
5966,Western Boone Co Com Sch Dist,1812990,INDIANA
5967,Western Wayne Schools,1813050,INDIANA
5968,Westfield-Washington Schools,1813080,INDIANA
5969,Westview School Corporation,1813110,INDIANA
5970,School City of Whiting,1813200,INDIANA
5971,Whitko Community School Corp,1813230,INDIANA
5972,The Genius School,1813231,INDIANA
5973,Springville Community Academy,1813232,INDIANA
5974,Liberty Grove Schools,1813233,INDIANA
5975,Monarca Academy,1813234,INDIANA
5976,Paramount School of Excellence South Bend,1813235,INDIANA
5977,Paramount School of Excellence Lafayette,1813236,INDIANA
5978,Success Academy at Boys and Girls Club,1813237,INDIANA
5979,Excel Center - Southeast,1813238,INDIANA
5980,Premier Arts Academy,1813239,INDIANA
5981,The Portage School of Leaders,1813240,INDIANA
5982,North Fayette Valley Comm School District,1900006,IOWA
5983,Colfax-Mingo Comm School District,1900009,IOWA
5984,Sibley-Ocheyedan Comm School District,1900015,IOWA
5985,Okoboji Comm School District,1900021,IOWA
5986,Union Comm School District,1900022,IOWA
5987,Sioux Central Comm School District,1900023,IOWA
5988,South Central Calhoun Comm School District,1900024,IOWA
5989,Panorama Comm School District,1900025,IOWA
5990,South O'Brien  Comm School District,1900026,IOWA
5991,Riverside Comm School District,1900027,IOWA
5992,Prairie Valley Comm School District,1900028,IOWA
5993,Albert City-Truesdale Comm School District,1900031,IOWA
5994,Alden Comm School District,1900032,IOWA
5995,East Marshall Comm School District,1900040,IOWA
5996,GMG Comm School District,1900060,IOWA
5997,Choice Charter Schools,1900488,IOWA
5998,AGWSR Comm School District,1903060,IOWA
5999,Adair-Casey Comm School District,1903090,IOWA
6000,Adel DeSoto Minburn Comm School District,1903150,IOWA
6001,Akron Westfield Comm School District,1903220,IOWA
6002,Albia Comm School District,1903270,IOWA
6003,Alburnett Comm School District,1903300,IOWA
6004,Algona Comm School District,1903360,IOWA
6005,Allamakee Comm School District,1903390,IOWA
6006,North Butler Comm School District,1903450,IOWA
6007,Alta-Aurelia Comm School District,1903480,IOWA
6008,Ames Comm School District,1903540,IOWA
6009,Anamosa Comm School District,1903570,IOWA
6010,Andrew Comm School District,1903630,IOWA
6011,Ankeny Comm School District,1903690,IOWA
6012,Aplington-Parkersburg Comm School District,1903750,IOWA
6013,Ar-We-Va Comm School District,1903780,IOWA
6014,North Union Comm School District,1903850,IOWA
6015,Atlantic Comm School District,1903930,IOWA
6016,Audubon Comm School District,1903960,IOWA
6017,AHSTW Comm School District,1904080,IOWA
6018,Ballard Comm School District,1904200,IOWA
6019,Baxter Comm School District,1904380,IOWA
6020,BCLUW Comm School District,1904440,IOWA
6021,Bedford Comm School District,1904560,IOWA
6022,Belle Plaine Comm School District,1904620,IOWA
6023,Bellevue Comm School District,1904650,IOWA
6024,Belmond-Klemme Comm School District,1904680,IOWA
6025,Bennett Comm School District,1904740,IOWA
6026,Benton Comm School District,1904830,IOWA
6027,Bettendorf Comm School District,1904860,IOWA
6028,Eddyville-Blakesburg- Fremont CSD,1904950,IOWA
6029,Bondurant-Farrar Comm School District,1905070,IOWA
6030,Boone Comm School District,1905130,IOWA
6031,Boyden-Hull Comm School District,1905190,IOWA
6032,West Hancock Comm School District,1905430,IOWA
6033,Brooklyn-Guernsey-Malcom Comm School District,1905490,IOWA
6034,North Iowa Comm School District,1905750,IOWA
6035,Burlington Comm School District,1905790,IOWA
6036,CAM Comm School District,1905940,IOWA
6037,CAL Comm School District,1905970,IOWA
6038,Calamus-Wheatland Comm School District,1906000,IOWA
6039,Camanche Comm School District,1906060,IOWA
6040,Cardinal Comm School District,1906240,IOWA
6041,Carlisle Comm School District,1906270,IOWA
6042,Carroll Comm School District,1906330,IOWA
6043,Cedar Falls Comm School District,1906510,IOWA
6044,Cedar Rapids Comm School District,1906540,IOWA
6045,Center Point-Urbana Comm School District,1906660,IOWA
6046,Centerville Comm School District,1906750,IOWA
6047,Central City Comm School District,1906780,IOWA
6048,Central DeWitt School District,1906810,IOWA
6049,Central Comm School District,1906840,IOWA
6050,Central Decatur Comm School District,1906900,IOWA
6051,Central Lee Comm School District,1906930,IOWA
6052,Central Lyon Comm School District,1906960,IOWA
6053,Chariton Comm School District,1907050,IOWA
6054,Charles City Comm School District,1907080,IOWA
6055,Charter Oak-Ute Comm School District,1907110,IOWA
6056,Cherokee Comm School District,1907170,IOWA
6057,Clarinda Comm School District,1907350,IOWA
6058,Clarion-Goldfield-Dows Comm School District,1907380,IOWA
6059,Clarke Comm School District,1907410,IOWA
6060,Clarksville Comm School District,1907440,IOWA
6061,Clay Central-Everly Comm School District,1907470,IOWA
6062,Clear Creek Amana Comm School District,1907590,IOWA
6063,Clear Lake Comm School District,1907620,IOWA
6064,Clinton Comm School District,1907710,IOWA
6065,College Comm School District,1907860,IOWA
6066,Collins-Maxwell Comm School District,1907900,IOWA
6067,Colo-NESCO  Comm School District,1907920,IOWA
6068,Columbus Comm School District,1907980,IOWA
6069,Coon Rapids-Bayard Comm School District,1908070,IOWA
6070,Corning Comm School District,1908130,IOWA
6071,Council Bluffs Comm School District,1908220,IOWA
6072,Creston Comm School District,1908310,IOWA
6073,Dallas Center-Grimes Comm School District,1908520,IOWA
6074,Danville  Comm School District,1908550,IOWA
6075,Davenport Comm School District,1908580,IOWA
6076,Davis County Comm School District,1908610,IOWA
6077,Decorah Community School District,1908730,IOWA
6078,Delwood Comm School District,1908880,IOWA
6079,Denison Comm School District,1908910,IOWA
6080,Denver Comm School District,1908940,IOWA
6081,Des Moines Independent Comm School District,1908970,IOWA
6082,Diagonal Comm School District,1909060,IOWA
6083,Dike-New Hartford Comm School District,1909120,IOWA
6084,Dubuque Comm School District,1909480,IOWA
6085,Dunkerton Comm School District,1909540,IOWA
6086,Boyer Valley Comm School District,1909570,IOWA
6087,Durant Comm School District,1909600,IOWA
6088,Eagle Grove Comm School District,1909990,IOWA
6089,Earlham Comm School District,1910050,IOWA
6090,East Buchanan Comm School District,1910110,IOWA
6091,Easton Valley Comm School District,1910130,IOWA
6092,River Valley Comm School District,1910340,IOWA
6093,East Union Comm School District,1910350,IOWA
6094,Eastern Allamakee Comm School District,1910410,IOWA
6095,Edgewood-Colesburg Comm School District,1910500,IOWA
6096,Eldora-New Providence Comm School District,1910690,IOWA
6097,Emmetsburg Comm School District,1910950,IOWA
6098,English Valleys Comm School District,1910980,IOWA
6099,Essex Comm School District,1911040,IOWA
6100,Estherville Lincoln Central Com Sch Dist,1911070,IOWA
6101,Exira-Elk Horn- Kimballton Comm Sch Dist,1911250,IOWA
6102,Fairfield Comm School District,1911340,IOWA
6103,Forest City Comm School District,1911790,IOWA
6104,Fort Dodge Comm School District,1911820,IOWA
6105,Fort Madison Comm School District,1911850,IOWA
6106,Fremont-Mills Comm School District,1912120,IOWA
6107,Galva-Holstein Comm School District,1912230,IOWA
6108,Garner-Hayfield-Ventura Comm School District,1912330,IOWA
6109,George-Little Rock Comm School District,1912480,IOWA
6110,Gilbert Comm School District,1912510,IOWA
6111,Gilmore City-Bradgate Comm School District,1912600,IOWA
6112,Gladbrook-Reinbeck Comm School District,1912660,IOWA
6113,Glenwood Comm School District,1912690,IOWA
6114,Glidden-Ralston Comm School District,1912750,IOWA
6115,Graettinger-Terril Comm School District,1912810,IOWA
6116,Nodaway Valley Comm School District,1913110,IOWA
6117,Grinnell-Newburg Comm School District,1913200,IOWA
6118,Griswold Comm School District,1913230,IOWA
