simbli_id,LEAID,LEA_NAME
36031491,606580,Butte Valley Unified
36031493,619860,Kirkwood Elementary
36031494,103582,Empower Community School
36031495,1926910,Spencer Comm School District
36031496,1927480,Stratford Comm School District
36031497,1926640,South Hamilton Comm School District
36031498,101200,Demopolis City
36031499,,
36031500,,
36031501,618780,Janesville Union Elementary
36031502,2619170,Inland Lakes Schools
36031503,,
36031504,3000019,Custer
36031505,3200360,Nye
36031506,1918840,MOC-Floyd Valley Comm School District
36031507,3703510,Pamlico County Schools
36031508,100840,Colbert County
36031509,1906540,Cedar Rapids Comm School District
36031510,635310,Santa Ana Unified
36031511,100030,Alexander City
36031512,3700210,Ashe County Schools
36031513,1600510,CALDWELL DISTRICT
36031514,3009030,Dixon Elem
36031515,2929640,STRAFFORD R-VI
36031516,609665,Leggett Valley Unified
36031517,,
36031518,2929850,SWEDEBORG R-III
36031519,601931,Ridgecrest Elem Acad for Language Music and Sci District
36031520,100012,Boaz City
36031521,1923340,Postville Comm School District
36031522,2908370,FORT ZUMWALT SCHOOL DISTRICT
36031523,1913500,Harlan Comm School District
36031524,600012,Twin Ridges Elementary
36031525,601574,Yuba Environmental Science Charter Academy District
36031526,603720,Ballard Elementary
36031527,601843,CORE Butte Charter District
36031528,509570,MAYNARD SCHOOL DISTRICT
36031529,,
36031530,,
36031531,102910,Russellville City
36031533,3017370,Luther Elem
36031534,,
36031535,1903960,Audubon Comm School District
36031536,101110,Dallas County
36031537,102640,Ozark City
36031538,1923110,Pleasant Valley Comm School District
36031539,606580,Butte Valley Unified
36031540,619860,Kirkwood Elementary
36031541,103582,Empower Community School
36031542,1914670,Interstate 35 Comm School District
36031543,1927480,Stratford Comm School District
36031544,614400,Fremont Unified
36031545,101200,Demopolis City
36031546,2201500,St. James Parish
36031547,2926370,RICHARDS R-V
36031548,,
36031549,2619170,Inland Lakes Schools
36031550,2925080,PHELPS CO. R-III
36031551,1920040,Mount Vernon Comm School District
36031552,,
36031554,1918840,MOC-Floyd Valley Comm School District
36031555,642930,Winters Joint Unified
36031557,,
36031559,102670,Perry County
36031560,,
36031561,600031,Big Sur Unified
36031562,4600042,Agar-Blunt-Onida School District 58-3
36031563,3700210,Ashe County Schools
36031564,2903200,ARCHIE R-V
36031565,,
36031566,,
36031567,609665,Leggett Valley Unified
36031568,3000047,Lincoln
36031569,601971,Oakland Military Inst College Prep Acad DIST
36031572,640230,Twin Hills Union Elementary
36031573,611550,Ducor Union Elementary
36031574,3008880,DeSmet Elem
36031575,100540,Calhoun County
36031576,604890,Big Lagoon Union Elementary
36031577,608580,Chualar Union
36031579,607140,Cambrian
36031580,,
36031581,601843,CORE Butte Charter District
36031582,,
36031595,1921090,Northeast Comm School District
36031596,1914580,Independence Comm School District
36031597,1927390,Storm Lake Comm School District
36031598,102910,Russellville City
36031599,1911820,Fort Dodge Comm School District
36031601,-1,
36031602,1903630,Andrew Comm School District
36031603,1908880,Delwood Comm School District
36031604,1903960,Audubon Comm School District
36031605,1304860,Terrell County
36031606,610290,Cupertino Union
36031607,100008,Madison City
36031608,613470,Fall River Joint Unified
36031609,1302280,Fulton County
36031610,1930900,West Delaware County Comm School District
36031611,1914670,Interstate 35 Comm School District
36031612,2631380,Shepherd Public Schools
36031613,2803360,OCEAN SPRINGS SCHOOL DIST
36031614,610260,Culver City Unified
36031615,1931830,Winfield-Mt Union Comm School District
36031616,1904680,Belmond-Klemme Comm School District
36031617,1905790,Burlington Comm School District
36031619,2928360,SLATER
36031620,1926580,Solon Comm School District
36031621,100180,Attalla City
36031622,1908910,Denison Comm School District
36031623,2623820,Midland Public Schools
36031624,1903360,Algona Comm School District
36031625,642930,Winters Joint Unified
36031626,1906750,Centerville Comm School District
36031627,1906900,Central Decatur Comm School District
36031628,2201830,Vernon Parish
36031629,1909570,Boyer Valley Comm School District
36031630,100007,Hoover City
36031631,1900060,GMG Comm School District
36031632,102250,Marengo County
36031633,2903200,ARCHIE R-V
36031634,614880,Garden Grove Unified
36031635,1601140,FRUITLAND DISTRICT
36031636,1914310,Hubbard-Radcliffe Comm School District
36031637,1910690,Eldora-New Providence Comm School District
36031640,,
36031641,640230,Twin Hills Union Elementary
36031642,,
36031643,3008880,DeSmet Elem
36031644,620370,Laguna Beach Unified
36031645,,
36031646,606510,Burnt Ranch Elementary
36031647,1906060,Camanche Comm School District
36031648,611430,Douglas City Elementary
36031649,1600149,THE KOOTENAI BRIDGE ACADEMY INC.
36031650,610380,Cutten Elementary
36031651,,
36031652,623730,Maple Creek Elementary
36031653,1914580,Independence Comm School District
36031654,,
36031655,1927390,Storm Lake Comm School District
36031656,102730,Pickens County
36031657,1911820,Fort Dodge Comm School District
36031658,,
36031659,1903630,Andrew Comm School District
36031660,1908880,Delwood Comm School District
36031661,,
36031662,,
36031663,642480,Whittier Union High
36031664,610290,Cupertino Union
36031665,100008,Madison City
36031666,613470,Fall River Joint Unified
36031667,,
36031668,,
36031669,510260,MOUNTAINBURG SCHOOL DISTRICT
36031673,,
36031676,2800360,ABERDEEN SCHOOL DIST
36031677,2800390,ALCORN SCHOOL DIST
36031678,2800420,AMITE COUNTY SCHOOL DISTRICT
36031679,2800450,AMORY SCHOOL DIST
36031680,,
36031681,2800540,BALDWYN SCHOOL DISTRICT
36031682,2800570,BAY ST LOUIS WAVELAND SCHOOL DIST
36031683,,
36031684,2800630,BILOXI PUBLIC SCHOOL DIST
36031685,2800820,BOONEVILLE SCHOOL DIST
36031686,2800840,BROOKHAVEN SCHOOL DIST
36031687,,
36031688,2800900,CANTON PUBLIC SCHOOL DIST
36031689,2800930,CARROLL COUNTY SCHOOL DIST
36031690,,
36031691,100690,Choctaw County
36031692,4700630,Claiborne County
36031693,2801050,CLARKSDALE MUNICIPAL SCHOOL DIST
36031694,2800750,CLEVELAND SCHOOL DIST
36031695,2801090,CLINTON PUBLIC SCHOOL DIST
36031696,2801110,COAHOMA COUNTY SCHOOL DISTRICT
36031697,2801170,COLUMBIA SCHOOL DISTRICT
36031698,2801200,COLUMBUS MUNICIPAL SCHOOL DIST
36031699,,
36031700,2801290,COVINGTON COUNTY SCHOOL DISTRICT
36031701,,
36031702,,
36031703,,
36031704,2801440,ENTERPRISE SCHOOL DIST
36031705,2801470,FOREST MUNICIPAL SCHOOL DIST
36031706,2801510,FORREST COUNTY AG HIGH SCHOOL
36031707,2801490,FORREST COUNTY SCHOOL DISTRICT
36031708,,
36031709,,
36031710,2801590,GREENE COUNTY SCHOOL DISTRICT
36031711,,
36031712,,
36031713,2801680,GRENADA SCHOOL DIST
36031714,,
36031715,,
36031716,2801800,HATTIESBURG PUBLIC SCHOOL DIST
36031717,2801830,HAZLEHURST CITY SCHOOL DISTRICT
36031718,,
36031719,2801890,HOLLANDALE SCHOOL DIST
36031720,2801950,HOLLY SPRINGS SCHOOL DIST
36031721,2800195,HOLMES COUNTY CONSOLIDATED SD
36031722,4701980,Humphreys County
36031723,2802100,ITAWAMBA COUNTY SCHOOL DIST
36031724,,
36031725,2802190,JACKSON PUBLIC SCHOOL DISTRICT
36031726,,
36031727,,
36031728,,
36031729,,
36031730,2802340,KOSCIUSKO SCHOOL DISTRICT
36031731,,
36031732,2802400,LAMAR COUNTY SCHOOL DISTRICT
36031733,,
36031734,2802460,LAUREL SCHOOL DISTRICT
36031735,,
36031736,,
36031737,2802550,LEE COUNTY SCHOOL DISTRICT
36031738,2802610,LELAND SCHOOL DIST
36031739,2802640,LINCOLN COUNTY SCHOOL DISTRICT
36031740,2802670,LONG BEACH SCHOOL DIST
36031741,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST
36031742,,
36031743,,
36031744,,
36031745,,
36031746,2802880,MCCOMB SCHOOL DISTRICT
36031747,,
36031748,,
36031749,2803000,MOSS POINT SEPARATE SCHOOL DIST
36031750,2803030,NATCHEZ-ADAMS SCHOOL DISTRICT
36031751,2803060,NESHOBA COUNTY SCHOOL DISTRICT
36031752,2803090,NETTLETON SCHOOL DIST
36031753,,
36031754,2803180,NEWTON MUNICIPAL SCHOOL DISTRICT
36031755,2803150,NEWTON COUNTY SCHOOL DISTRICT
36031756,,
36031757,2803210,NORTH PANOLA SCHOOL DISTRICT
36031758,2803240,NORTH PIKE SCHOOL DIST
36031759,2803270,NORTH TIPPAH SCHOOL DIST
36031760,2803300,NOXUBEE COUNTY SCHOOL DISTRICT
36031761,2803360,OCEAN SPRINGS SCHOOL DIST
36031762,2803390,OKOLONA SEPARATE SCHOOL DIST
36031763,2803450,OXFORD SCHOOL DISTRICT
36031764,2803480,PASCAGOULA-GAUTIER SCHOOL DISTRICT
36031765,2803510,PASS CHRISTIAN PUBLIC SCHOOL DIST
36031766,2803520,PEARL PUBLIC SCHOOL DISTRICT
36031767,,
36031768,,
36031769,2803530,PETAL SCHOOL DIST
36031770,2803600,PHILADELPHIA PUBLIC SCHOOL DIST
36031771,,
36031772,2803630,PICAYUNE SCHOOL DISTRICT
36031773,2803690,PONTOTOC CITY SCHOOLS
36031774,,
36031775,2803720,POPLARVILLE SEPARATE SCHOOL DIST
36031776,,
36031777,2803780,QUITMAN SCHOOL DIST
36031778,2803780,QUITMAN SCHOOL DIST
36031779,,
36031780,2803870,RICHTON SCHOOL DIST
36031781,,
36031782,2803930,SENATOBIA MUNICIPAL SCHOOL DIST
36031783,2105400,Simpson County
36031784,4703870,Smith County
36031785,2803960,SOUTH DELTA SCHOOL DISTRICT
36031786,2804050,SOUTH PANOLA SCHOOL DISTRICT
36031787,2804080,SOUTH PIKE SCHOOL DIST
36031788,2804110,SOUTH TIPPAH SCHOOL DIST
36031789,,
36031790,,
36031791,,
36031792,,
36031793,4030060,TISHOMINGO
36031794,2804290,TUNICA COUNTY SCHOOL DISTRICT
36031795,2804320,TUPELO PUBLIC SCHOOL DIST
36031796,2804380,UNION PUBLIC SCHOOL DIST
36031797,,
36031798,2804470,VICKSBURG WARREN SCHOOL DIST
36031799,,
36031800,2804500,WATER VALLEY SCHOOL DISTRICT
36031801,,
36031802,,
36031804,,
36031805,2800191,WEST POINT CONSOLIDATED SCHOOL DIST
36031806,2804650,WEST TALLAHATCHIE SCHOOL DISTRICT
36031807,2804680,WESTERN LINE SCHOOL DISTRICT
36031808,1305790,Wilkinson County
36031809,2800196,WINONA-MONTGOMERY CONSOLIDATED
36031810,2804770,YAZOO CITY MUNICIPAL SCHOOL DIST
36031811,,
36031812,,
36031813,2801140,COFFEEVILLE SCHOOL DIST
36031814,1931830,Winfield-Mt Union Comm School District
36031815,1904680,Belmond-Klemme Comm School District
36031816,1905790,Burlington Comm School District
36031817,,
36031818,1926580,Solon Comm School District
36031819,1931950,Woodbury Central Comm School District
36031820,1908910,Denison Comm School District
36031821,2623820,Midland Public Schools
36031822,1903360,Algona Comm School District
36031823,1912480,George-Little Rock Comm School District
36031824,1906750,Centerville Comm School District
36031825,1906900,Central Decatur Comm School District
36031826,1904560,Bedford Comm School District
36031827,1909570,Boyer Valley Comm School District
36031828,636360,Sequoia Union Elementary
36031829,1900060,GMG Comm School District
36031830,1912690,Glenwood Comm School District
36031831,,
36031832,614880,Garden Grove Unified
