simbli_id,LEAID,LEA_NAME
36030523,634620,San Juan Unified
36030524,604740,Berkeley Unified
36030525,604620,Benicia Unified
36030526,623160,Lynwood Unified
36030527,604740,Berkeley Unified
36030528,600025,Manhattan Beach Unified
36030529,604830,Beverly Hills Unified
36030532,601426,Bonsall Unified
36030533,600025,Manhattan Beach Unified
36030534,604260,Beardsley Elementary
36030535,623610,Manteca Unified
36030536,604290,Beaumont Unified
36030537,604350,Bella Vista Elementary
36030538,604380,Bellevue Union
36030540,1921720,Olin Consolidated School District
36030541,1303330,Lincoln County
36030542,605010,Big Valley Joint Unified
36030543,601409,Bishop Unified
36030544,623970,Mark Twain Union Elementary
36030545,605280,Blochman Union Elementary
36030546,605820,Brawley Union High
36030547,624090,Marysville Joint Unified
36030548,624150,Maxwell Unified
36030549,605940,Bret Harte Union High
36030550,606030,Briggs Elementary
36030551,1600360,BOISE INDEPENDENT DISTRICT
36030552,624230,McFarland Unified
36030553,605880,Brea-Olinda Unified
36030554,624330,McKittrick Elementary
36030555,606420,Buena Vista Elementary
36030556,624360,McSwain Union Elementary
36030557,606450,Burbank Unified
36030558,600022,Mendota Unified
36030559,606570,Burton Elementary
36030560,624930,Millville Elementary
36030561,606690,Butteville Union Elementary
36030562,1906240,Cardinal Comm School District
36030563,606720,Buttonwillow Union Elementary
36030564,606750,Byron Union Elementary
36030567,625190,Modoc Joint Unified
36030568,607020,Calistoga Joint Unified
36030569,607170,Camino Union Elementary
36030570,607470,Cardiff Elementary
36030571,607500,Carlsbad Unified
36030572,625350,Monson-Sultana Joint Union Elementary
36030573,607680,Cascade Union Elementary
36030574,625690,Moorpark Unified
36030576,616050,Greenfield Union
36030577,607840,Cayucos Elementary
36030578,607900,Center Joint Unified
36030580,607950,Central Elementary
36030581,626070,Mountain Elementary
36030582,608070,Centralia Elementary
36030583,608130,Ceres Unified
36030584,600018,Mountain Valley Unified
36030585,600116,Chawanakee Unified
36030586,608520,Chowchilla Elementary
36030587,627040,Mountain Union Elementary
36030588,608700,Cinnabar Elementary
36030589,608760,Claremont Unified
36030590,626370,Mt. Diablo Unified
36030591,608850,Clay Joint Elementary
36030592,3700386,North Carolina Cyber Academy
36030593,691022,Napa County Office of Education
36030594,609070,Coachella Valley Unified
36030595,600049,Coast Unified
36030596,609270,Cold Spring Elementary
36030597,1301170,Clarke County
36030598,609330,College Elementary
36030599,627060,Newark Unified
36030600,609390,Colton Joint Unified
36030601,609570,Colusa Unified
36030602,614250,Fowler Unified
36030603,609620,Compton Unified
36030604,609810,Corning Union High
36030605,614250,Fowler Unified
36030606,609870,Coronado Unified
36030607,1900026,South O'Brien  Comm School District
36030608,609940,Cotati-Rohnert Park Unified
36030609,1999005,Prairie Lakes AEA
36030610,642450,Whittier City Elementary
36030611,600062,Oakdale Joint Unified
36030612,610320,Curtis Creek Elementary
36030613,628080,Oakley Union Elementary
36030614,610350,Cutler-Orosi Joint Unified
36030615,628250,Oceanside Unified
36030616,600039,Delhi Unified
36030617,628270,Ojai Unified
36030618,611040,Denair Unified
36030619,628320,Old Adobe Union
36030620,611130,Di Giorgio Elementary
36030621,628470,Ontario-Montclair
36030622,628530,Orange Center
36030623,611280,Dixon Unified
36030624,628860,Orinda Union
36030625,600033,Dos Palos Oro Loma Joint Unified
36030626,1999015,Great Prairie AEA
36030627,628950,Oro Grande
36030628,629220,Oxnard
36030630,629490,Pajaro Valley Unified
36030631,630180,Perris Elementary
36030632,630210,Perris Union High
36030633,611490,Dry Creek Joint Elementary
36030634,630360,Pierce Joint Unified
36030635,600019,Dublin Unified
36030636,630390,Pine Ridge Elementary
36030637,611610,Dunham Elementary
36030638,626220,Mountain View Elementary
36030639,611670,Dunsmuir Elementary
36030640,611700,Dunsmuir Joint Union High
36030642,616570,Happy Valley Union Elementary
36030643,611850,East Whittier City Elementary
36030644,616620,Harmony Union Elementary
36030645,617040,Hermosa Beach City Elementary
36030646,2927830,SEDALIA 200
36030647,611940,Edison Elementary
36030648,617220,Hilmar Unified
36030649,612090,El Monte City
36030650,600026,El Tejon Unified
36030651,617430,Holtville Unified
36030652,1302910,Irwin County
36030654,1908610,Davis County Comm School District
36030655,613080,Eureka Union
36030656,617580,Horicon Elementary
36030657,623820,Maricopa Unified
36030658,613500,Fallbrook Union Elementary
36030659,617760,Howell Mountain Elementary
36030660,600060,Hughson Unified
36030661,1931920,Woodbine Comm School District
36030662,601650,Acalanes Union High
36030663,639000,Templeton Unified
36030664,600001,Acton-Agua Dulce Unified
36030665,618510,Island Union Elementary
36030666,100189,Satsuma City
36030667,601710,Adelanto Elementary
36030668,691051,Alameda County Office of Education
36030669,611780,East Nicolaus Joint Union High
36030670,601770,Alameda Unified
36030671,619050,Johnstonville Elementary
36030672,408130,Stanfield Elementary District (4451)
36030673,619320,Kelseyville Unified
36030674,100780,Cleburne County
36030675,601950,Alisal Union
36030676,619410,Kenwood
36030677,602010,Alpaugh Unified
36030678,619540,Kern High
36030679,3700300,Avery County Schools
36030680,1900040,East Marshall Comm School District
36030681,602220,Alta Vista Elementary
36030682,619620,Keyes Union
36030683,618690,Jamestown Elementary
36030684,619680,King City Union
36030686,619740,Kings River Union Elementary
36030687,618690,Jamestown Elementary
36030688,601680,Ackerman Charter
36030689,602610,Anaheim Elementary
36030690,4679350,Willow Lake School District 12-3
36030692,602820,Antelope Valley Union High
36030694,619800,Kingsburg Elementary Charter
36030695,603000,Arcata Elementary
36030696,619830,Kingsburg Joint Union High
36030697,603180,Armona Union Elementary
36030698,603300,Atascadero Unified
36030699,641430,Wasco Union High
36030701,620250,La Mesa-Spring Valley
36030702,603600,Azusa Unified
36030703,603610,Baker Valley Unified
36030705,603690,Baldwin Park Unified
36030706,627120,Newcastle Elementary
36030707,620700,Lakeside Joint
36030708,620670,Lakeport Unified
36030709,604200,Bayshore Elementary
36030710,605700,Borrego Springs Unified
36030711,620700,Lakeside Joint
36030712,605790,Brawley Elementary
36030713,607560,Carpinteria Unified
36030714,606900,Calexico Unified
36030716,607200,Campbell Union
36030717,620730,Lakeside Union
36030718,607560,Carpinteria Unified
36030719,600067,Caruthers Unified
36030720,621000,Las Virgenes Unified
36030721,621180,Latrobe
36030723,612600,Elverta Joint Elementary
36030724,600052,Eureka City Schools
36030725,607920,Centinela Valley Union High
36030726,612910,Escondido Union High
36030727,612880,Escondido Union
36030728,600052,Eureka City Schools
36030729,608010,Central Union High
36030730,607970,Central Unified
36030732,608370,Chico Unified
36030733,613530,Fallbrook Union High
36030734,600037,Ferndale Unified
36030735,609120,Coalinga-Huron Unified
36030736,613920,Fontana Unified
36030738,,
36030739,609780,Corning Union Elementary
36030740,614070,Fort Bragg Unified
36030741,609850,Corona-Norco Unified
36030742,600011,Fort Sage Unified
36030743,601420,Fortuna Elementary
36030744,610050,Covina-Valley Unified
36030745,614370,Franklin-McKinley Elementary
36030746,3009120,Dodson K-12
36030747,614430,Fremont Union High
36030748,3005760,Carter Elem
36030750,610620,Davis Joint Unified
36030751,615090,Gerber Union Elementary
36030752,610770,Del Norte County Unified
36030753,610860,Delano Joint Union High
36030755,3002300,Arrowhead Elem
36030756,615270,Glendora Unified
36030757,611100,Desert Center Unified
36030758,3004380,Boulder Elem
36030759,611110,Desert Sands Unified
36030760,600065,Dinuba Unified
36030761,3007710,Creston Elem
36030762,3000102,Dutton/Brady K-12 Schools
36030763,691134,Golden Plains Unified
36030764,611520,Duarte Unified
36030765,615600,Gorman Joint
36030766,612180,El Rancho Unified
36030767,611870,Eastern Sierra Unified
36030768,615690,Grant Elementary
36030770,612030,El Centro Elementary
36030771,612180,El Rancho Unified
36030772,616050,Greenfield Union
36030774,612630,Emery Unified
36030775,616110,Grenada Elementary
36030777,616325,Hacienda la Puente Unified
36030778,601339,Hamilton Unified
36030779,616470,Hanford Elementary
36030780,616500,Hanford Joint Union High
36030781,616560,Happy Valley Elementary
36030782,3011650,Fromberg K-12
36030783,630600,Pittsburg Unified
36030784,3011730,Galata Elem
36030785,630840,Planada Elementary
36030786,631050,Pleasant View Elementary
36030787,631320,Pomona Unified
36030788,642810,Wilsona Elementary
36030789,600064,Porterville Unified
36030790,3016290,Lavina K-12 Schools
36030791,631530,Poway Unified
36030792,641580,Washington Unified
36030793,601418,Woodlake Unified
36030794,643410,Yreka Union High
36030795,643470,Yuba City Unified
36030796,3019170,Nashua K-12 Schools
36030797,612070,El Dorado Union High
36030798,643080,Woodland Joint Unified
36030799,607440,Capistrano Unified
36030800,618060,Huntington Beach Union High
36030801,3021000,Plevna K-12 Schools
36030802,605640,Bonny Doon Union Elementary
36030803,625500,Montecito Union Elementary
36030804,691049,Yolo County Office of Education
36030805,3016110,LaMotte Elem
36030807,603270,Arvin Union
36030808,608190,Charter Oak Unified
36030809,625530,Monterey Peninsula Unified
36030810,607530,Carmel Unified
36030811,609300,Colfax Elementary
36030812,606270,Buckeye Union Elementary
36030813,608190,Charter Oak Unified
36030814,609480,Columbia Union
36030815,641460,Washington Colony Elementary
36030816,623130,Luther Burbank
36030817,641220,Vista del Mar Union
36030818,600063,Waterford Unified
36030819,605610,Bonita Unified
36030820,607740,Castaic Union
36030821,612840,Escalon Unified
36030822,602360,Alview-Dairyland Union Elementary
36030823,603420,Atwater Elementary
36030824,606780,Cabrillo Unified
36030825,611730,Durham Unified
36030826,613360,Fairfield-Suisun Unified
36030827,614790,Galt Joint Union Elementary
36030828,615150,Geyserville Unified
36030829,616323,Gustine Unified
36030830,623340,Madera Unified
36030831,623800,Marcum-Illinois Union Elementary
36030832,626100,Mountain Empire Unified
36030833,634620,San Juan Unified
36030834,637630,Southern Trinity Joint Unified
36030835,3028380,Winifred K-12 Schools
36030837,604110,Bassett Unified
36030838,640740,Vallejo City Unified
36030839,3028830,Yaak Elem
36030840,642210,Westside Elementary
36030843,600043,Scotts Valley Unified
36030845,600159,Scott Valley Unified
36030846,3025500,Swan River Elem
36030849,3012510,Glendive Elem
36030850,3016530,Libby K-12 Schools
36030854,2929760,SULLIVAN
36030855,,
36030856,2922500,NIANGUA R-V
36030857,638250,Summerville Elementary
36030862,1303330,Lincoln County
36030863,619200,Junction Elementary
36030866,1921720,Olin Consolidated School District
36030867,1601020,EMMETT INDEPENDENT DISTRICT
36030870,602571,Banta Unified
36030871,638250,Summerville Elementary
36030872,101720,Haleyville City
36030873,100360,Bibb County
36030875,100202,Gulf Shores City
36030876,3701500,Winston Salem / Forsyth County Schools
36030877,3009930,Ennis K-12 Schools
36030880,619170,Junction City Elementary
36030881,1910340,River Valley Comm School District
36030883,604980,Big Springs Union Elementary
36030884,100202,Gulf Shores City
36030885,3028860,Yellowstone Academy Elem
36030886,102650,Pell City
36030887,3017580,Malta K-12 Schools
36030888,608550,Chowchilla Union High
36030890,,
36030891,602670,West Sonoma County Union High
36030892,4675600,Smee School District 15-3
36030893,612930,Esparto Unified
36030895,635220,San Ysidro Elementary
36030896,608550,Chowchilla Union High
36030897,100480,Bullock County
36030900,640650,Valle Lindo Elementary
36030901,4675600,Smee School District 15-3
36030903,604020,Barstow Unified
36030905,600014,Hesperia Unified
36030906,608970,Cloverdale Unified
36030907,630930,Pleasant Ridge Union Elementary
36030908,613740,Fieldbrook Elementary
36030909,614520,Freshwater Elementary
36030910,616080,Greenfield Union Elementary
36030911,600014,Hesperia Unified
36030912,629430,Pacific Union Elementary
36030915,3027570,West Valley Elem
36030916,3011100,Florence-Carlton K-12 Schls
36030917,102480,Morgan County
36030918,2914310,HERMITAGE R-IV
36030919,629850,Paramount Unified
36030920,605490,Bogus Elementary
36030921,601428,Wiseburn Unified
36030922,613170,Evergreen Union
36030924,102430,Montgomery County
36030926,2680755,West Shore Educational Service District
36030927,1932010,Woodward-Granger Comm School District
36030929,2926790,ROCK PORT R-II
36030931,691052,Mono County Office of Education
36030932,601330,Modesto City Schools
36030933,691011,Inyo County Office of Education
36030934,3703330,New Hanover County Schools
36030935,100090,Anniston City
36030936,2926790,ROCK PORT R-II
36030937,2902970,ALBANY R-III
36030938,1926790,South Winneshiek Comm School District
36030940,691002,Butte County Office of Education
36030941,3700386,North Carolina Cyber Academy
36030942,100090,Anniston City
36030943,4639990,Lake Preston School District 38-3
36030944,1903690,Ankeny Comm School District
36030949,1908940,Denver Comm School District
36030950,691002,Butte County Office of Education
36030951,2926040,RAYMONDVILLE R-VII
36030954,101380,Etowah County
36030957,1301170,Clarke County
36030958,605490,Bogus Elementary
36030959,1918510,Maquoketa Comm School District
36030960,3704890,Weldon City Schools
36030961,641880,Weaver Union
36030962,614250,Fowler Unified
36030964,1932010,Woodward-Granger Comm School District
36030965,2925450,POPLAR BLUFF R-I
36030967,2919890,MALDEN R-I
36030968,603780,Bangor Union Elementary
36030969,1301410,Columbia County
36030971,102580,Opelika City
36030972,607770,Castle Rock Union Elementary
36030973,600051,Gridley Unified
36030974,641980,Weed Union Elementary
36030976,642450,Whittier City Elementary
36030977,100300,Barbour County
36030978,1906270,Carlisle Comm School District
36030980,2927450,OREARVILLE R-IV
36030981,624300,McKinleyville Union Elementary
36030983,100188,Chickasaw City
36030984,1903690,Ankeny Comm School District
36030985,600085,Eden Area ROP
36030986,642270,West Side Union Elementary
36030988,601427,Penn Valley Union Elementary
36030990,101380,Etowah County
36030991,2927450,OREARVILLE R-IV
36030993,620220,La Honda-Pescadero Unified
36031002,4620100,Eagle Butte School District 20-1
36031004,620520,Lagunitas Elementary
36031005,641880,Weaver Union
36031007,2731800,ROCHESTER PUBLIC SCHOOL DISTRICT
36031008,607230,Campbell Union High
36031013,1903090,Adair-Casey Comm School District
36031014,1300120,Atlanta Public Schools
36031016,1931110,West Monona Comm School District
36031017,605400,Blue Lake Union Elementary
36031018,3704590,Tyrrell County Schools
36031019,100630,Cherokee County
36031020,1603330,WEISER DISTRICT
36031021,607230,Campbell Union High
36031022,628830,Orick Elementary
36031023,637380,South Bay Union
36031024,4644770,Lyman School District 42-1
36031025,102880,Russell County
36031026,2923270,OSCEOLA
36031027,406440,Pima Unified District (4220)
36031030,642060,West Park Elementary
36031032,605520,Bolinas-Stinson Union
36031033,1907920,Colo-NESCO  Comm School District
36031034,100240,Autauga County
36031035,2927830,SEDALIA 200
36031036,604950,Big Pine Unified
36031037,1915750,Kingsley-Pierson Comm School District
36031038,621540,Liberty Elementary
36031039,1903480,Alta-Aurelia Comm School District
36031040,2910200,COUCH R-I
36031041,631680,Raisin City Elementary
36031042,627900,Oak Valley Union Elementary
36031043,630870,Plaza Elementary
36031044,605240,Black Oak Mine Unified
36031045,2905580,BOONVILLE R-I
36031047,2919950,MANES R-V
36031048,3702370,Johnston County Public Schools
36031049,1922440,Pekin Comm School District
36031050,604500,Belleview Elementary
36031051,5602140,Converse County School District #1
36031052,1930480,Waterloo Comm School District
36031053,4619580,Jones County School District 37-3
36031054,1302910,Irwin County
36031055,639720,Trinidad Union Elementary
36031056,633630,Roseville Joint Union High
36031057,643200,Wright Elementary
36031058,642060,West Park Elementary
36031059,623820,Maricopa Unified
36031060,4654300,Parkston School District 33-3
36031062,1917820,Louisa-Muscatine Comm School District
36031063,3600013,ONEIDA CITY SCHOOL DISTRICT
36031064,1931470,Westwood Comm School District
36031065,3004230,Blue Creek Elem
36031066,639000,Templeton Unified
36031067,3008130,Custer K-12 Schools
36031068,3703510,Pamlico County Schools
36031069,4665180,Scotland School District 04-3
36031070,623010,Lowell Joint
36031071,630870,Plaza Elementary
36031072,102070,Lee County
36031073,624750,Middletown Unified
36031074,2931020,WARRENSBURG R-VI
36031075,408820,Union Elementary District (4277)
36031077,4624850,Stanley County School District 57-1
36031078,100780,Cleburne County
36031079,100900,Coosa County
36031080,623010,Lowell Joint
36031081,639840,Trona Joint Unified
36031082,2921360,MONTROSE R-XIV
36031083,603720,Ballard Elementary
36031084,2931020,WARRENSBURG R-VI
36031086,3700300,Avery County Schools
36031089,618690,Jamestown Elementary
36031090,100100,Arab City
36031091,3020690,Pine Grove Elem
36031092,101110,Dallas County
36031093,102640,Ozark City
36031094,1923110,Pleasant Valley Comm School District
36031095,3013110,Greenfield Elem
36031096,609690,Corcoran Joint Unified
36031097,614190,Fortuna Union High
36031098,1926910,Spencer Comm School District
36031099,691038,Siskiyou County Office of Education
36031100,691005,Contra Costa County Office of Education
36031101,616530,Happy Camp Union Elementary
36031103,601680,Ackerman Charter
36031104,618780,Janesville Union Elementary
36031105,2920820,MIAMI R-I
36031106,629370,Pacific Grove Unified
36031107,1918840,MOC-Floyd Valley Comm School District
36031108,100030,Alexander City
36031109,102670,Perry County
36031110,1600510,CALDWELL DISTRICT
36031111,614700,Fruitvale Elementary
36031112,642580,Laytonville Unified
36031113,3700210,Ashe County Schools
36031114,3009030,Dixon Elem
36031115,629370,Pacific Grove Unified
36031116,641430,Wasco Union High
36031117,616320,Guerneville Elementary
36031118,600012,Twin Ridges Elementary
36031119,1302550,Gwinnett County
36031120,611550,Ducor Union Elementary
36031121,100540,Calhoun County
36031122,2928290,SILEX R-I
36031123,627120,Newcastle Elementary
36031124,103581,Orange Beach City
36031125,1918180,Madrid Comm School District
36031126,601843,CORE Butte Charter District
36031127,3702310,Iredell-Statesville Schools
36031128,2201020,Livingston Parish
36031129,100720,Clarke County
36031130,102910,Russellville City
36031131,3017370,Luther Elem
36031132,103582,Empower Community School
36031133,1903960,Audubon Comm School District
36031134,101410,Eufaula City
36031135,100204,i3 Academy
36031136,101200,Demopolis City
36031137,1914640,Indianola Comm School District
36031138,632520,Richmond Elementary
36031139,1914670,Interstate 35 Comm School District
36031140,2925210,PLATO R-V
36031141,639180,Thermalito Union Elementary
36031142,610260,Culver City Unified
36031143,1908520,Dallas Center-Grimes Comm School District
36031144,102670,Perry County
36031145,3001860,Alberton K-12 Schools
36031146,802460,Bethune School District No. R- 5
36031147,,
36031148,3700210,Ashe County Schools
36031149,642930,Winters Joint Unified
36031150,,
36031151,3009120,Dodson K-12
36031152,,
36031153,100007,Hoover City
36031154,102250,Marengo County
36031155,,
36031156,1914310,Hubbard-Radcliffe Comm School District
36031157,1910690,Eldora-New Providence Comm School District
36031159,601971,Oakland Military Inst College Prep Acad DIST
36031160,3000015,Carter
36031161,3000016,Cascade
36031162,601843,CORE Butte Charter District
36031163,3004380,Boulder Elem
36031164,604890,Big Lagoon Union Elementary
36031165,3005990,Cayuse Prairie Elem
36031166,1906060,Camanche Comm School District
36031167,102910,Russellville City
36031168,610380,Cutten Elementary
36031169,3017370,Luther Elem
36031170,4010170,DRUMMOND
36031171,1914580,Independence Comm School District
36031172,3000102,Dutton/Brady K-12 Schools
36031173,102730,Pickens County
36031174,1919200,Midland Comm School District
36031175,3001980,Amsterdam Elem
36031176,1914640,Indianola Comm School District
36031177,1908880,Delwood Comm School District
36031178,1914670,Interstate 35 Comm School District
36031179,3000012,Bear Paw Cooperative
36031180,3000060,Big Sky Special Needs Coop
36031181,613470,Fall River Joint Unified
36031182,691137,Big Oak Flat-Groveland Unified
36031183,1930900,West Delaware County Comm School District
36031184,,
36031185,3014430,Hobson K-12 Schools
36031186,3014640,Hot Springs K-12
36031187,1931830,Winfield-Mt Union Comm School District
36031188,1904680,Belmond-Klemme Comm School District
36031189,1905790,Burlington Comm School District
36031190,3011650,Fromberg K-12
36031191,2201830,Vernon Parish
36031192,1931950,Woodbury Central Comm School District
36031193,3011790,Gallatin Gateway Elem
36031194,2623820,Midland Public Schools
36031195,102250,Marengo County
36031196,1912480,George-Little Rock Comm School District
36031197,1906750,Centerville Comm School District
36031198,1906900,Central Decatur Comm School District
36031199,1904560,Bedford Comm School District
36031200,1909570,Boyer Valley Comm School District
36031201,3019170,Nashua K-12 Schools
36031202,3008880,DeSmet Elem
36031203,3000099,Heart Butte K-12 Schools
36031204,1903930,Atlantic Comm School District
36031205,3020790,Pioneer Elem
36031206,1906060,Camanche Comm School District
36031207,611430,Douglas City Elementary
36031208,507890,HOT SPRINGS SCHOOL DISTRICT
36031209,610380,Cutten Elementary
36031210,3021850,Ramsay Elem
36031211,623730,Maple Creek Elementary
36031212,1914580,Independence Comm School District
36031213,,
36031214,1914580,Independence Comm School District
36031215,102730,Pickens County
36031216,3023160,Roy K-12 Schools
36031217,3023340,Ryegate K-12 Schools
36031218,3016710,Lima K-12 Schools
36031219,1908880,Delwood Comm School District
36031220,3017700,Marion Elem
36031221,642480,Whittier Union High
36031222,610290,Cupertino Union
36031223,100008,Madison City
36031225,613470,Fall River Joint Unified
36031226,3024990,Stanford K-12 Schools
36031227,3025320,Sunburst K-12 Schools
36031228,3025500,Swan River Elem
36031229,3025530,Swan Valley Elem
36031230,3025560,Sweet Grass County H S
36031231,1931830,Winfield-Mt Union Comm School District
36031232,1904680,Belmond-Klemme Comm School District
36031233,1905790,Burlington Comm School District
36031234,,
36031235,1926580,Solon Comm School District
36031237,1931950,Woodbury Central Comm School District
36031238,1908910,Denison Comm School District
36031239,2623820,Midland Public Schools
36031240,1903360,Algona Comm School District
36031241,1912480,George-Little Rock Comm School District
36031242,1906750,Centerville Comm School District
36031243,1906900,Central Decatur Comm School District
36031244,3000072,Rosebud
36031245,1909570,Boyer Valley Comm School District
36031246,1906900,Central Decatur Comm School District
36031247,3028830,Yaak Elem
36031248,1912690,Glenwood Comm School District
36031249,,
36031250,3000075,Sheridan
36031251,3011520,Frenchtown K-12 Schools
36031252,3012510,Glendive Elem
36031253,3016530,Libby K-12 Schools
36031254,3000656,Lockwood K-12
36031255,3025320,Sunburst K-12 Schools
36031256,3025500,Swan River Elem
36031257,1603120,SWAN VALLEY ELEMENTARY DISTRICT
36031258,,
36031259,,
36031260,,
36031261,,
36031262,,
36031263,3002730,Baker K-12 Schools
36031264,3003090,Beaverhead County H S
36031265,3000654,Big Sky School K-12
36031266,,
36031267,3004260,Bonner Elem
36031268,,
36031269,,
36031270,3006840,Clancy Elem
36031271,,
36031272,3000085,Wibaux
36031273,3008670,Deer Lodge Elem
36031274,3009930,Ennis K-12 Schools
36031275,,
36031276,,
36031277,,
36031278,3015120,Jefferson H S
36031279,3028860,Yellowstone Academy Elem
36031280,,
36031281,3017580,Malta K-12 Schools
36031282,,
36031283,,
36031284,3020960,Plentywood K-12 Schools
36031285,,
36031286,3023670,Scobey K-12 Schools
36031287,,
36031288,,
36031289,3025470,Superior K-12 Schools
36031290,,
36031291,,
36031292,,
36031293,,
36031294,,
36031295,,
36031296,,
36031297,,
36031298,,
36031299,,
36031300,3018750,Monforton Elem
36031301,,
36031302,,
36031303,3004980,Townsend K-12 Schools
36031304,3027570,West Valley Elem
36031305,3011100,Florence-Carlton K-12 Schls
36031306,3014700,Huntley Project K-12 Schools
36031307,,
36031308,1920850,North Mahaska Comm School District
36031309,605490,Bogus Elementary
36031310,,
36031311,103000,Sheffield City
36031312,603060,Arcohe Union Elementary
36031313,102220,Madison County
36031314,,
36031315,1932010,Woodward-Granger Comm School District
36031316,1911070,Estherville Lincoln Central Com Sch Dist
36031317,1925590,Sergeant Bluff-Luton Comm School District
36031318,1926250,Sidney Comm School District
36031319,,
36031320,,
36031321,102580,Opelika City
36031322,4651750,Northwestern Area School District 56-7
36031323,637500,South Pasadena Unified
36031324,,
36031325,,
36031326,1926790,South Winneshiek Comm School District
36031327,691003,Calaveras County Office of Education
36031328,4621340,Elk Point-Jefferson School District 61-7
36031329,100990,Cullman City
36031330,1921210,Northwood-Kensett Comm School District
36031331,,
36031332,2918300,LEE'S SUMMIT R-VII
36031333,,
36031334,1903690,Ankeny Comm School District
36031335,1908940,Denver Comm School District
36031336,3701110,Dare County Schools
36031337,,
36031338,101380,Etowah County
36031340,1912510,Gilbert Comm School District
36031341,,
36031342,1918510,Maquoketa Comm School District
36031343,1927600,Sumner-Fredericksburg Comm School District
36031344,605490,Bogus Elementary
36031345,,
36031346,103000,Sheffield City
36031347,1903090,Adair-Casey Comm School District
36031352,2905640,CRAWFORD CO. R-I
36031353,2905400,BONCL R-X
36031354,603780,Bangor Union Elementary
36031355,4675420,Wagner Community School District 11-4
36031356,630520,Pioneer Union Elementary
36031357,623700,Manzanita Elementary
36031360,607770,Castle Rock Union Elementary
36031361,1301410,Columbia County
36031362,102580,Opelika City
36031363,634880,San Marcos Unified
36031364,1900021,Okoboji Comm School District
36031365,637500,South Pasadena Unified
36031366,,
36031367,624300,McKinleyville Union Elementary
36031368,691033,San Mateo County Office of Education
36031369,691003,Calaveras County Office of Education
36031370,605520,Bolinas-Stinson Union
36031371,100990,Cullman City
36031372,1919890,Mount Pleasant Comm School District
36031373,102635,Oxford City
36031374,2918300,LEE'S SUMMIT R-VII
36031375,2923550,PARK HILL
36031376,602284,OCSA District
36031377,,
36031378,3701110,Dare County Schools
36031380,102520,Muscle Shoals City
36031381,101380,Etowah County
36031382,,
36031383,2731800,ROCHESTER PUBLIC SCHOOL DISTRICT
36031384,1918510,Maquoketa Comm School District
36031385,1927600,Sumner-Fredericksburg Comm School District
36031388,641880,Weaver Union
36031389,2201980,West Feliciana Parish
36031390,100013,Trussville City
36031391,1903090,Adair-Casey Comm School District
36031392,636420,Shaffer Union Elementary
36031393,2905400,BONCL R-X
36031394,603780,Bangor Union Elementary
36031395,4675420,Wagner Community School District 11-4
36031396,630520,Pioneer Union Elementary
36031397,2920880,MIDDLE GROVE C-1
36031398,629130,Oroville Union High
36031399,1603330,WEISER DISTRICT
36031400,1602580,PAYETTE JOINT DISTRICT
36031401,1300006,Northwest Georgia RESA
36031402,,
36031403,642060,West Park Elementary
36031404,,
36031405,1907920,Colo-NESCO  Comm School District
36031406,691033,San Mateo County Office of Education
36031407,616230,Grossmont Union High
36031408,605520,Bolinas-Stinson Union
36031409,1915750,Kingsley-Pierson Comm School District
36031410,691043,Tehama County Department of Education
36031412,102635,Oxford City
36031413,691028,San Benito County Office of Education
36031414,1907080,Charles City Comm School District
36031415,627900,Oak Valley Union Elementary
36031417,630870,Plaza Elementary
36031418,638070,Stony Creek Joint Unified
36031419,607410,Capay Joint Union Elementary
36031420,625290,Monroe Elementary
36031421,102520,Muscle Shoals City
36031423,1922440,Pekin Comm School District
36031424,4641300,Lead-Deadwood School District 40-1
36031425,604500,Belleview Elementary
36031426,102040,Lawrence County
36031427,1930480,Waterloo Comm School District
36031428,605240,Black Oak Mine Unified
36031429,601414,Santa Barbara Unified
36031430,100013,Trussville City
36031431,1900022,Union Comm School District
36031432,636420,Shaffer Union Elementary
36031433,637140,Somis Union
36031435,1925620,Seymour Comm School District
36031436,602760,Antelope Elementary
36031437,2910520,LAKELAND R-III
36031438,2920880,MIDDLE GROVE C-1
36031439,629130,Oroville Union High
36031440,1300012,Griffin RESA
36031441,4632340,Henry School District 14-2
36031442,1300006,Northwest Georgia RESA
36031443,,
36031444,3028550,Wolf Creek Elem
36031445,,
36031446,3004230,Blue Creek Elem
36031447,,
36031448,1304830,Telfair County
36031449,1931470,Westwood Comm School District
36031450,3703510,Pamlico County Schools
36031451,691043,Tehama County Department of Education
36031452,1906540,Cedar Rapids Comm School District
36031453,1918030,Lynnville-Sully Comm School District
36031454,1907080,Charles City Comm School District
36031463,,
36031464,630870,Plaza Elementary
36031465,601841,JCS - Manzanita District
36031466,607410,Capay Joint Union Elementary
36031467,606810,Cajon Valley Union
36031470,2929850,SWEDEBORG R-III
36031471,601931,Ridgecrest Elem Acad for Language Music and Sci District
36031475,100012,Boaz City
36031476,604500,Belleview Elementary
36031477,102040,Lawrence County
36031478,1913500,Harlan Comm School District
36031479,102550,Oneonta City
36031480,601414,Santa Barbara Unified
36031481,603720,Ballard Elementary
36031482,3013530,Harrison K-12 Schools
36031483,2906090,BUCKLIN R-II
36031484,1919740,Mormon Trail Comm School District
36031485,1925620,Seymour Comm School District
36031486,618120,Hydesville Elementary
36031487,2912630,GALENA R-II
36031488,101110,Dallas County
36031489,102640,Ozark City
36031490,1923110,Pleasant Valley Comm School District
